,ground_truth,ground_truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
-3609x-3743,MPA,MPA,3,4,6,4,4,2,4,3,3,5
-3605x-3728,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3603x-3772,MPA,MPA,2,0,6,3,3,2,0,3,3,1
-3600x-3789,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3599x-3762,MPA,MPA,2,2,6,0,5,2,3,3,3,2
-3595x-3835,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3589x-3857,MPA,MPA,2,3,6,10,3,4,1,3,3,4
-3584x-3817,MPA,MPA,2,1,6,1,3,2,7,3,3,7
-3584x-3808,MPA,MPA,2,8,6,11,3,2,7,3,3,2
-3580x-3851,MPA,MPA,2,1,6,6,3,2,2,3,3,7
-3579x-3786,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3578x-3736,MPA,MPA,2,4,6,4,4,2,4,3,3,5
-3578x-3754,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3573x-3873,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3567x-3896,MPA,MPA,2,2,6,0,5,4,3,3,3,2
-3566x-3718,MPA,MPA,2,2,6,0,5,2,3,3,3,2
-3564x-3826,MPA,MPA,2,6,6,5,3,2,5,3,3,0
-3566x-3801,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3742x-3830,MPA,MPA,3,2,3,0,5,3,3,6,3,2
-3656x-3875,MPA,MPA,3,2,3,0,5,3,3,3,3,2
-3647x-3790,MPA,MPA,2,1,6,6,3,2,2,3,3,7
-3638x-3736,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3617x-3749,MPA,MPA,2,0,6,2,3,2,0,3,3,4
-3571x-3842,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3750x-3889,MPA,MPA,3,4,9,14,6,3,4,3,3,5
-3730x-3865,MPA,MPA,3,2,3,0,5,3,3,3,3,2
-3723x-3782,MPA,MPA,3,4,6,4,3,3,4,6,3,5
-3612x-3778,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3659x-3850,MPA,MPA,3,6,3,5,3,3,5,6,3,0
-3649x-3717,MPA,MPA,2,3,6,10,3,2,2,3,3,1
-3623x-3805,MPA,MPA,2,1,6,6,3,2,2,3,3,7
-3571x-3743,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3735x-3889,MPA,MPA,3,4,9,14,6,3,4,3,3,5
-3696x-3868,MPA,MPA,3,2,3,0,5,3,3,3,3,2
-3594x-3885,MPA,MPA,2,2,6,0,5,4,3,3,3,2
-3584x-3772,MPA,MPA,2,3,6,10,3,2,0,3,3,1
-3586x-3876,MPA,MPA,2,3,6,10,3,4,1,3,3,1
-3737x-3593,MPA,MPA,2,4,1,4,4,2,4,3,3,5
-3735x-3650,MPA,MPA,2,0,1,2,3,2,0,3,3,4
-3730x-3631,MPA,MPA,2,1,1,6,3,2,2,3,3,7
-3729x-3667,MPA,MPA,2,1,1,1,3,2,2,3,3,7
-3715x-3536,MPA,MPA,2,1,6,1,6,2,2,3,3,7
-3709x-3599,MPA,MPA,2,1,1,6,3,2,2,3,3,7
-3699x-3676,MPA,MPA,2,2,6,20,3,2,3,3,3,4
-3689x-3554,MPA,MPA,2,2,6,0,5,2,3,3,3,2
-3686x-3603,MPA,MPA,2,3,1,3,3,2,0,3,3,1
-3674x-3523,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3660x-3530,MPA,MPA,2,2,6,0,5,2,3,3,3,2
-3658x-3658,MPA,MPA,1,1,6,1,3,2,2,3,3,7
-3658x-3680,MPA,MPA,1,1,6,1,3,2,2,3,3,7
-3659x-3696,MPA,MPA,1,1,6,1,3,2,2,3,3,7
-3647x-3562,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3643x-3520,MPA,MPA,3,10,6,19,3,2,9,3,3,2
-3637x-3628,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3636x-3694,MPA,MPA,3,4,6,4,4,2,4,3,3,5
-3632x-3653,MPA,MPA,2,8,6,11,3,2,7,3,3,7
-3630x-3569,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3625x-3671,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3617x-3618,MPA,MPA,2,8,6,11,3,2,7,3,3,1
-3612x-3558,MPA,MPA,1,3,0,15,3,2,0,3,3,1
-3606x-3610,MPA,MPA,3,2,6,0,5,2,3,3,3,2
-3602x-3678,MPA,MPA,2,2,6,0,5,2,3,3,3,2
-3592x-3580,MPA,MPA,2,2,1,0,5,2,3,3,3,2
-3593x-3671,MPA,MPA,2,3,6,10,3,2,0,3,3,1
-3587x-3589,MPA,MPA,3,2,1,0,5,2,3,3,3,2
-3578x-3659,MPA,MPA,2,3,6,10,3,1,1,3,3,1
-3560x-3643,MPA,MPA,5,2,1,0,3,1,3,3,3,2
-3717x-3687,MPA,MPA,2,3,1,10,3,2,1,3,3,1
-3717x-3634,MPA,MPA,2,2,1,0,5,2,3,3,3,2
-3708x-3561,MPA,MPA,2,0,6,2,3,2,0,3,3,4
-3697x-3656,MPA,MPA,2,3,1,3,3,2,0,3,3,4
-3691x-3526,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3682x-3624,MPA,MPA,2,1,1,6,3,2,2,3,3,7
-3670x-3678,MPA,MPA,2,3,6,3,3,2,1,3,3,1
-3661x-3582,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3618x-3549,MPA,MPA,2,1,6,1,3,2,0,3,3,4
-3582x-3536,MPA,MPA,1,1,6,1,3,2,2,3,3,7
-3573x-3616,MPA,MPA,2,1,1,1,3,2,2,3,3,7
-3564x-3524,MPA,MPA,3,4,0,4,4,1,4,3,3,5
-3740x-3598,MPA,MPA,2,3,1,10,3,2,4,3,3,1
-3727x-3637,MPA,MPA,2,1,1,17,3,2,2,3,3,7
-3690x-3614,MPA,MPA,2,2,1,0,5,2,3,3,3,2
-3625x-3589,MPA,MPA,2,1,6,6,3,2,2,3,3,7
-3682x-3577,MPA,MPA,2,3,6,10,3,2,0,3,3,1
-3598x-3700,MPA,MPA,2,1,6,1,5,2,3,3,3,2
-3684x-3636,MPA,MPA,2,1,5,1,3,2,2,3,3,7
-3628x-3609,MPA,MPA,2,1,6,1,3,2,2,3,3,1
-3626x-3619,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3611x-3677,MPA,MPA,2,3,6,10,3,2,0,3,3,1
-3606x-3599,MPA,MPA,1,1,6,1,3,2,2,3,3,6
-3568x-3561,MPA,MPA,1,1,1,1,3,2,1,3,3,1
-3750x-3476,MPA,MPA,5,3,6,3,3,2,1,3,3,1
-3741x-3367,MPA,MPA,2,3,6,10,3,2,0,3,3,1
-3725x-3377,MPA,MPA,2,0,6,2,3,2,1,3,3,4
-3726x-3468,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3717x-3434,MPA,MPA,2,1,1,6,3,2,2,3,3,7
-3709x-3477,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3709x-3496,MPA,MPA,3,6,6,5,3,2,5,3,3,0
-3706x-3481,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3706x-3461,MPA,MPA,2,1,6,1,3,2,2,3,3,4
-3701x-3376,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3702x-3342,MPA,MPA,2,6,0,5,3,2,5,3,3,0
-3700x-3436,MPA,MPA,2,3,6,10,3,2,2,3,3,1
-3685x-3375,MPA,MPA,3,4,0,14,4,2,4,3,3,5
-3679x-3467,MPA,MPA,2,1,6,1,3,2,2,3,3,4
-3674x-3411,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3673x-3345,MPA,MPA,3,4,0,4,4,2,4,3,3,5
-3667x-3337,MPA,MPA,3,4,0,14,4,2,4,3,3,5
-3653x-3491,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3653x-3432,MPA,MPA,2,4,6,4,4,2,4,3,3,5
-3651x-3403,MPA,MPA,2,10,6,19,3,2,2,3,3,7
-3641x-3361,MPA,MPA,3,4,6,4,4,2,4,3,3,5
-3639x-3452,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3639x-3486,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3637x-3372,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3636x-3403,MPA,MPA,2,1,6,1,3,2,1,3,3,7
-3634x-3381,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3635x-3331,MPA,MPA,2,1,6,6,3,2,2,3,3,7
-3627x-3427,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3621x-3323,MPA,MPA,2,1,1,6,3,2,2,3,3,7
-3620x-3425,MPA,MPA,2,4,6,4,4,1,4,3,3,5
-3620x-3481,MPA,MPA,2,3,6,10,3,1,1,3,3,1
-3614x-3410,MPA,MPA,3,2,6,0,5,1,3,3,3,2
-3606x-3352,MPA,MPA,2,3,1,10,3,1,0,3,3,4
-3604x-3341,MPA,MPA,2,1,1,1,3,2,0,3,3,7
-3601x-3398,MPA,MPA,2,2,6,0,3,1,3,3,3,2
-3592x-3409,MPA,MPA,5,3,6,16,3,1,1,3,3,1
-3590x-3494,MPA,MPA,4,6,6,5,3,1,5,6,3,0
-3587x-3415,MPA,MPA,5,3,6,16,3,1,1,3,3,1
-3587x-3469,MPA,MPA,3,1,6,1,3,1,2,3,3,7
-3586x-3317,MPA,MPA,5,0,6,2,3,2,0,3,3,4
-3575x-3337,MPA,MPA,5,3,6,16,3,1,1,3,3,1
-3570x-3419,MPA,MPA,5,3,6,10,3,1,1,3,3,1
-3567x-3447,MPA,MPA,2,6,6,5,3,1,5,3,3,0
-3564x-3374,MPA,MPA,2,3,6,3,3,1,1,3,3,1
-3683x-3396,MPA,MPA,3,2,6,0,5,2,3,3,3,2
-3561x-3449,MPA,MPA,2,0,6,2,3,1,5,3,3,4
-3735x-3495,MPA,MPA,2,1,6,1,3,2,2,3,3,7
-3712x-3493,MPA,MPA,2,6,6,5,3,2,5,3,3,0
-3706x-3446,MPA,MPA,2,3,6,3,3,2,1,3,3,1
-3691x-3353,MPA,MPA,3,8,0,11,5,2,7,3,3,2
-3655x-3397,MPA,MPA,2,3,6,10,3,2,2,3,3,1
-3645x-3402,MPA,MPA,2,3,6,10,3,2,2,3,3,4
-3628x-3409,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3624x-3406,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3587x-3395,MPA,MPA,2,1,6,6,3,1,2,3,3,7
-3689x-3482,MPA,MPA,3,1,6,1,3,2,2,3,3,7
-3688x-3493,MPA,MPA,3,6,6,5,3,2,5,3,3,0
-3646x-3450,MPA,MPA,2,2,6,0,5,2,2,3,3,2
-3638x-3441,MPA,MPA,2,1,6,1,3,2,1,3,3,7
-3618x-3455,MPA,MPA,2,1,6,1,3,1,2,3,3,7
-3598x-3408,MPA,MPA,5,2,6,0,5,1,3,3,3,2
-3746x-3181,BST,BST,1,1,1,13,3,2,2,3,3,7
-3747x-3283,MPA,MPA,2,3,6,3,3,2,0,3,3,4
-3743x-3263,MPA,MPA,2,0,6,17,3,2,0,3,3,4
-3725x-3270,MPA,MPA,2,3,6,10,3,2,1,3,3,1
-3717x-3219,MPA,MPA,3,2,1,0,3,2,3,3,3,2
-3715x-3180,BST,BST,1,0,1,17,3,2,0,3,3,4
-3715x-3243,MPA,MPA,3,4,6,14,4,2,4,3,3,5
-3713x-3196,BST,BST,3,1,1,1,3,2,2,3,3,7
-3711x-3214,MPA,MPA,3,2,1,0,5,2,3,3,3,2
-3697x-3266,MPA,MPA,2,1,1,6,3,2,2,3,3,7
-3696x-3196,BST,BST,1,4,1,4,3,2,4,3,3,5
-3685x-3157,BST,BST,1,1,1,6,3,2,2,3,3,7
-3686x-3177,BST,BST,2,0,1,2,3,2,0,3,3,4
-3685x-3126,BST,BST,1,3,1,3,3,2,0,3,3,4
-3680x-3275,MPA,MPA,2,1,1,6,3,2,2,3,3,7
-3680x-3215,MPA,MPA,1,0,1,2,3,2,7,3,3,4
-3672x-3126,BST,BST,1,3,1,3,3,2,1,3,3,1
-3673x-3249,MPA,MPA,2,2,1,0,5,2,3,3,3,2
-3666x-3177,BST,BST,3,2,1,0,5,2,3,3,3,2
-3665x-3213,MPA,MPA,1,1,0,6,3,2,2,3,3,7
-3663x-3167,BST,BST,3,4,1,4,4,2,4,3,3,5
-3661x-3151,BST,BST,1,1,1,2,3,2,0,3,3,4
-3648x-3248,MPA,MPA,2,3,1,3,3,2,1,3,3,1
-3651x-3128,BST,BST,2,3,1,3,3,2,1,3,3,1
-3642x-3165,BST,BST,1,2,1,0,3,2,3,3,3,2
-3638x-3252,MPA,MPA,2,3,1,3,3,2,1,3,3,1
-3634x-3259,MPA,MPA,2,4,1,4,4,2,4,3,3,5
-3633x-3153,BST,BST,1,0,1,17,3,2,0,1,3,4
-3632x-3295,MPA,MPA,1,0,1,2,3,2,3,3,3,4
-3624x-3269,MPA,MPA,1,0,1,2,3,2,0,3,3,4
-3624x-3293,MPA,MPA,3,2,1,0,5,2,3,3,3,2
-3618x-3287,MPA,MPA,3,4,1,4,4,2,4,3,3,5
-3618x-3206,BST,BST,1,0,1,2,3,2,0,3,3,4
-3613x-3179,BST,BST,1,8,0,11,3,2,7,1,3,4
-3601x-3230,MPA,MPA,2,1,1,1,3,2,2,3,3,7
-3596x-3123,BST,BST,5,3,1,3,3,2,1,3,3,1
-3592x-3174,BST,BST,1,0,1,2,3,2,0,3,3,4
-3582x-3293,MPA,MPA,5,1,6,1,3,2,2,3,3,4
-3581x-3266,MPA,MPA,3,6,1,5,3,2,5,3,3,0
-3576x-3216,MPA,MPA,2,3,1,3,3,2,1,3,3,1
-3577x-3150,BST,BST,1,2,1,20,3,2,3,3,3,2
-3571x-3167,BST,BST,1,2,1,0,5,2,3,3,3,2
-3569x-3118,BST,BST,2,7,1,9,3,2,0,3,3,4
-3568x-3225,MPA,MPA,2,0,1,17,3,2,1,3,3,1
-3734x-3239,MPA,MPA,2,1,6,6,3,2,2,3,3,7
-3725x-3149,BST,BST,1,2,5,0,5,2,3,3,3,2
-3676x-3206,BST,BST,1,8,1,11,3,2,7,3,3,2
-3650x-3277,MPA,MPA,2,1,1,6,3,2,2,3,3,7
-3638x-3210,MPA,MPA,1,2,0,0,5,2,3,3,3,2
-3728x-3210,MPA,MPA,3,3,1,3,3,2,1,3,3,1
-3721x-3169,BST,BST,1,3,1,10,3,2,0,3,3,1
-3705x-3161,BST,BST,1,0,5,17,3,2,0,3,3,4
-3604x-3143,BST,BST,1,1,1,6,3,2,2,1,3,7
-3621x-3124,BST,BST,2,1,1,6,3,2,2,3,3,7
-3578x-3245,MPA,MPA,2,6,1,5,3,2,5,3,3,0
-3682x-3284,MPA,MPA,2,1,1,6,3,2,2,3,3,7
-3668x-3260,MPA,MPA,2,2,1,0,5,2,3,3,3,2
-3743x-3038,BST,BST,2,1,0,6,3,2,2,3,1,7
-3740x-3013,BST,BST,2,0,0,2,3,2,0,3,1,4
-3731x-2945,BST,BST,1,6,1,5,3,2,5,1,1,0
-3732x-3023,BST,BST,2,1,0,6,3,2,2,3,1,7
-3724x-2975,BST,BST,1,1,1,1,3,2,2,3,1,4
-3719x-2951,BST,BST,1,0,1,15,3,2,0,1,1,4
-3718x-3073,BST,BST,1,2,0,0,5,2,3,3,1,2
-3717x-3046,BST,BST,1,0,0,2,3,2,0,3,1,4
-3706x-3028,BST,BST,2,0,0,2,3,2,0,3,1,4
-3701x-3053,BST,BST,1,0,0,15,3,2,0,3,1,4
-3697x-2971,BST,BST,3,0,1,15,3,2,1,1,1,1
-3697x-3026,BST,BST,2,3,0,3,3,2,0,3,1,1
-3689x-2924,BST,BST,1,1,0,6,3,2,2,1,1,7
-3685x-2949,BST,BST,1,1,0,13,3,2,2,1,1,7
-3675x-2925,BST,BST,1,0,0,2,3,0,0,1,1,4
-3666x-3072,BST,BST,1,0,1,2,3,2,0,3,1,4
-3664x-3042,BST,BST,3,6,0,5,3,2,5,3,1,0
-3663x-3085,BST,BST,2,2,1,0,5,2,3,3,1,2
-3661x-3016,BST,BST,3,0,0,3,3,2,1,3,1,1
-3660x-2961,BST,BST,3,1,0,1,3,0,2,1,1,4
-3651x-2977,BST,BST,3,2,0,0,5,0,3,1,1,2
-3647x-3059,BST,BST,3,2,5,0,5,2,3,3,1,2
-3642x-3067,BST,BST,3,2,5,0,5,2,3,3,1,2
-3627x-3035,BST,BST,2,6,0,5,3,2,5,3,1,0
-3620x-3011,BST,BST,1,0,5,17,3,2,0,1,1,4
-3619x-2969,BST,BST,2,4,0,4,4,0,4,1,1,5
-3611x-3038,BST,BST,3,2,0,0,5,2,3,3,1,2
-3609x-3060,BST,BST,3,4,0,4,4,2,4,3,1,5
-3606x-3034,BST,BST,2,2,0,0,5,2,3,3,1,2
-3603x-3005,BST,BST,1,0,0,2,3,0,0,1,1,4
-3594x-3041,BST,BST,1,0,0,8,3,0,0,1,1,4
-3592x-2952,BST,BST,2,2,0,0,5,0,3,1,1,2
-3595x-3078,BST,BST,2,2,5,0,5,2,3,3,1,2
-3583x-2986,BST,BST,1,4,0,4,4,0,4,1,1,5
-3580x-3026,BST,BST,1,0,0,2,3,0,0,1,1,4
-3583x-3056,BST,BST,5,3,0,3,3,2,1,1,1,1
-3578x-2932,BST,BST,1,0,0,2,3,0,0,1,1,4
-3576x-3061,BST,BST,5,1,0,1,3,2,1,1,1,4
-3569x-2937,BST,BST,1,0,0,2,5,0,0,1,1,4
-3567x-3050,BST,BST,5,0,0,2,3,0,0,1,1,4
-3565x-3040,BST,BST,5,3,0,3,3,0,1,1,1,1
-3682x-3023,BST,BST,3,4,0,4,4,2,4,3,1,5
-3678x-3093,BST,BST,1,1,1,6,3,2,2,3,1,7
-3646x-2987,BST,BST,3,0,0,2,3,0,0,3,1,4
-3638x-3075,BST,BST,3,2,1,0,5,2,3,3,1,2
-3629x-2948,BST,BST,2,2,0,0,5,0,3,1,1,2
-3620x-3066,BST,BST,3,4,0,14,3,2,4,3,1,5
-3719x-2993,BST,BST,1,0,1,17,3,2,0,3,1,4
-3712x-3057,BST,BST,1,1,0,6,3,2,2,3,1,3
-3694x-2998,BST,BST,3,4,0,4,4,2,4,3,1,5
-3686x-3002,BST,BST,3,10,0,19,3,2,4,3,1,5
-3629x-3045,BST,BST,2,1,0,6,3,2,2,3,1,7
-3594x-2985,BST,BST,2,2,0,0,3,0,3,1,1,2
-3584x-3011,BST,BST,1,3,0,3,3,0,0,1,1,1
-3574x-3085,BST,BST,2,0,1,2,3,2,0,1,1,4
-3569x-2947,BST,BST,1,0,0,2,3,0,0,1,1,4
-3740x-2957,BST,BST,1,0,1,2,3,2,0,1,1,4
-3643x-2967,BST,BST,3,1,0,13,3,0,2,1,1,7
-3621x-2942,BST,BST,2,0,0,2,3,0,0,1,1,4
-3742x-3056,BST,BST,1,0,0,8,3,2,0,3,1,4
-3680x-2988,BST,BST,3,4,5,14,4,2,4,3,1,5
-3659x-2925,BST,BST,1,0,0,17,3,0,0,1,1,4
-3655x-2915,BST,BST,1,2,0,0,5,0,3,1,1,2
-3649x-3099,BST,BST,5,3,1,3,3,2,1,3,1,1
-3582x-3104,BST,BST,2,4,1,4,4,2,4,3,3,5
-3570x-3011,BST,BST,1,0,0,2,3,0,0,1,1,4
-3747x-2736,BST,BST,1,2,5,0,5,0,3,1,1,2
-3742x-2895,BST,BST,2,0,0,17,3,0,2,1,1,1
-3744x-2853,BST,BST,1,0,0,21,3,0,0,1,1,4
-3721x-2846,BST,BST,1,1,0,13,3,0,2,1,1,7
-3715x-2854,BST,BST,1,0,0,2,3,0,0,1,1,4
-3714x-2826,BST,BST,1,2,0,0,5,0,3,1,1,2
-3711x-2786,BST,BST,2,0,0,2,3,0,0,1,1,4
-3703x-2891,BST,BST,2,0,0,2,3,0,0,1,1,4
-3702x-2799,BST,BST,3,4,0,14,6,0,4,1,1,5
-3698x-2815,BST,BST,3,2,0,0,5,0,3,1,1,2
-3702x-2743,BST,BST,1,0,0,2,3,0,0,1,1,4
-3685x-2773,BST,BST,3,2,0,20,5,0,3,1,1,2
-3681x-2870,BST,BST,1,1,0,13,3,0,2,1,1,7
-3681x-2891,BST,BST,1,10,0,19,5,0,9,1,1,2
-3672x-2817,BST,BST,3,0,0,8,3,0,0,1,1,4
-3670x-2902,BST,BST,3,4,0,14,4,0,4,1,1,5
-3666x-2720,BST,BST,1,0,0,21,3,0,0,1,1,4
-3666x-2835,BST,BST,1,0,0,2,3,0,0,1,1,4
-3652x-2733,BST,BST,1,6,0,5,3,0,5,1,1,0
-3647x-2786,BST,BST,3,4,0,14,6,0,4,1,1,5
-3647x-2826,BST,BST,1,0,0,21,3,0,0,1,1,4
-3643x-2879,BST,BST,1,6,0,5,3,0,5,1,1,0
-3636x-2779,BST,BST,3,4,0,14,6,0,4,1,1,5
-3637x-2762,BST,BST,3,0,0,2,3,0,0,1,1,4
-3626x-2776,BST,BST,3,4,0,14,6,0,4,1,1,5
-3626x-2829,BST,BST,1,2,0,0,5,0,3,1,1,2
-3625x-2722,BST,BST,3,6,0,5,3,0,5,1,1,0
-3619x-2859,BST,BST,1,2,0,0,5,0,3,1,1,2
-3620x-2742,BST,BST,1,0,0,2,3,0,0,1,1,4
-3619x-2774,BST,BST,3,4,0,14,6,0,4,1,1,5
-3606x-2804,BST,BST,3,1,0,1,3,0,2,1,1,7
-3607x-2817,BST,BST,1,0,0,2,3,0,0,1,1,4
-3600x-2875,BST,BST,1,1,0,13,3,0,2,1,1,7
-3594x-2841,BST,BST,1,0,0,21,3,0,0,1,1,4
-3595x-2768,BST,BST,3,4,0,14,3,0,4,1,1,5
-3589x-2883,BST,BST,1,0,0,15,3,0,0,1,1,4
-3579x-2764,BST,BST,3,4,0,14,6,0,4,1,1,5
-3576x-2776,BST,BST,3,0,0,21,3,0,0,1,1,4
-3565x-2745,BST,BST,3,0,0,2,3,0,0,1,1,4
-3735x-2794,BST,BST,1,0,0,2,3,0,0,1,1,4
-3638x-2719,BST,BST,1,0,0,2,3,0,0,1,1,4
-3602x-2736,BST,BST,1,0,0,2,3,0,0,1,1,4
-3591x-2758,BST,BST,3,4,0,14,6,0,4,1,1,5
-3591x-2731,BST,BST,1,6,0,5,3,0,5,1,1,0
-3565x-2720,BST,BST,1,10,0,19,3,0,9,1,1,2
-3744x-2874,BST,BST,1,0,0,8,3,0,0,1,1,4
-3689x-2729,BST,BST,1,0,0,21,3,0,0,1,1,4
-3678x-2765,BST,BST,3,0,0,2,3,0,0,1,1,4
-3669x-2874,BST,BST,1,1,0,13,3,0,0,1,1,7
-3655x-2805,BST,BST,3,6,0,5,3,0,5,1,1,0
-3646x-2899,BST,BST,1,0,0,2,3,0,0,1,1,4
-3607x-2716,BST,BST,1,0,0,2,3,0,0,1,1,4
-3587x-2764,BST,BST,3,4,0,14,6,0,4,1,1,5
-3569x-2901,BST,BST,2,4,0,4,4,0,4,1,1,5
-3653x-2779,BST,BST,3,6,0,5,3,0,5,1,1,0
-3613x-2779,BST,BST,3,4,0,2,3,0,4,1,1,4
-3694x-2836,BST,BST,1,0,0,2,3,0,0,1,1,4
-3688x-2794,BST,BST,3,6,0,5,3,0,5,1,1,0
-3675x-2796,BST,BST,3,4,0,14,3,0,4,1,1,5
-3673x-2731,BST,BST,1,1,0,1,3,0,2,1,1,4
-3653x-2870,BST,BST,1,1,0,13,3,0,2,1,1,7
-3611x-2771,BST,BST,3,4,0,14,6,0,4,1,1,5
-3750x-2675,BST,BST,1,2,0,0,5,0,3,1,1,2
-3740x-2574,BST,BST,1,0,0,21,3,0,0,1,1,4
-3741x-2555,BST,BST,1,2,0,0,5,0,3,1,1,2
-3738x-2640,BST,BST,1,0,5,2,3,0,0,1,1,4
-3727x-2516,BST,BST,1,1,0,13,3,0,2,1,1,7
-3718x-2625,BST,BST,1,0,0,21,3,0,0,1,1,4
-3713x-2615,BST,BST,1,2,0,0,5,0,3,1,1,2
-3707x-2582,BST,BST,1,2,0,0,5,0,3,1,1,2
-3708x-2573,BST,BST,1,0,0,2,3,0,0,1,1,4
-3704x-2536,BST,BST,1,8,0,11,3,0,7,1,1,2
-3706x-2696,BST,BST,1,0,0,2,3,0,0,1,1,4
-3705x-2630,BST,BST,1,1,0,6,3,0,2,1,1,7
-3700x-2692,BST,BST,1,0,0,2,3,0,0,1,1,4
-3702x-2540,BST,BST,1,8,0,11,3,0,7,1,1,4
-3696x-2654,BST,BST,1,0,0,2,3,0,0,1,1,4
-3678x-2653,BST,BST,3,1,0,13,3,0,4,1,1,7
-3672x-2655,BST,BST,3,4,0,14,4,0,4,1,1,5
-3665x-2622,BST,BST,1,0,0,21,3,0,0,1,1,4
-3661x-2671,BST,BST,3,10,0,19,3,0,9,1,1,4
-3658x-2545,BST,BST,1,2,0,0,5,0,3,1,1,2
-3657x-2697,BST,BST,1,2,0,0,5,0,3,1,1,2
-3652x-2655,BST,BST,3,8,0,11,3,0,7,1,1,7
