,ground_truth,ground_truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
-2992x3197,MPA,MPA,3,5,1,3,1,1,3,3,4,5
-2991x3117,MPA,MPA,3,1,1,5,4,1,0,3,4,2
-2976x3056,MPA,MPA,3,10,1,19,4,1,9,3,4,1
-2972x3164,MPA,MPA,3,7,1,4,4,1,4,3,4,3
-2961x3123,MPA,MPA,3,0,1,10,4,1,1,3,4,1
-2961x3052,MPA,MPA,3,1,1,14,4,1,1,3,4,6
-2958x3082,MPA,MPA,2,2,1,3,4,1,2,3,4,6
-2946x3188,MPA,MPA,3,9,1,11,4,1,7,3,4,0
-2932x3086,MPA,MPA,3,9,1,11,4,1,7,3,4,0
-2936x3056,MPA,MPA,3,0,1,2,4,1,1,3,4,1
-2906x3088,MPA,MPA,3,1,1,5,4,1,1,3,4,1
-2906x3192,MPA,MPA,3,1,1,14,4,1,0,3,4,1
-2906x3035,MPA,MPA,3,1,9,14,4,1,0,3,4,1
-2905x3206,MPA,MPA,3,7,1,4,4,1,4,3,4,3
-2906x3156,MPA,MPA,3,1,1,14,4,1,0,3,4,1
-2888x3120,MPA,MPA,3,7,1,4,4,1,4,3,4,3
-2888x3153,MPA,MPA,6,5,1,3,4,1,3,3,4,5
-2878x3103,MPA,MPA,3,0,1,10,4,1,0,3,4,1
-2873x3130,MPA,MPA,3,1,1,14,4,1,1,3,4,1
-2875x3092,MPA,MPA,3,5,1,3,1,1,3,3,4,5
-2860x3174,MPA,MPA,3,1,1,5,4,1,1,3,4,1
-2859x3189,MPA,MPA,3,1,1,1,4,1,1,3,4,7
-2852x3152,MPA,MPA,3,7,1,4,4,1,4,3,4,3
-2849x3079,MPA,MPA,3,7,1,4,4,1,4,3,4,3
-3004x3046,MPA,MPA,6,5,1,3,4,1,3,3,4,5
-2993x3104,MPA,MPA,3,1,1,14,4,1,0,3,4,1
-2977x3181,MPA,MPA,3,0,1,2,4,1,1,3,4,1
-2952x3173,MPA,MPA,3,0,1,2,4,1,1,3,4,1
-2943x3034,MPA,MPA,3,1,1,14,4,1,0,3,4,1
-2910x3177,MPA,MPA,3,0,1,2,4,1,1,3,4,1
-2878x3187,MPA,MPA,3,2,1,0,4,1,2,3,4,6
-3003x3078,MPA,MPA,4,1,1,14,4,1,0,3,4,1
-2976x3032,MPA,MPA,3,1,1,14,4,1,0,3,4,1
-2973x3124,MPA,MPA,3,10,1,19,4,1,9,3,4,6
-2966x3142,MPA,MPA,3,0,1,2,4,1,1,3,4,1
-2955x3045,MPA,MPA,3,1,1,14,4,1,1,3,4,1
-2889x3136,MPA,MPA,6,7,1,4,4,1,4,3,4,3
-2965x3180,MPA,MPA,3,1,1,5,4,1,1,3,4,1
-2940x3202,MPA,MPA,3,0,1,5,4,1,1,3,4,1
-2928x3161,MPA,MPA,3,1,1,5,4,1,1,3,4,1
-2859x3129,MPA,MPA,3,0,1,2,4,1,1,3,4,1
-2858x3198,MPA,MPA,3,0,1,5,4,1,1,3,4,1
-3030x3279,MPA,MPA,2,2,1,16,4,1,2,3,4,6
-3031x3302,MPA,MPA,3,2,1,16,4,1,2,3,4,6
-3027x3237,MPA,MPA,3,0,1,2,4,1,1,3,4,1
-3019x3261,MPA,MPA,6,5,1,3,1,1,3,3,4,5
-3016x3306,MPA,MPA,3,5,1,3,4,1,3,3,4,5
-3002x3359,MPA,MPA,3,7,1,4,4,1,4,3,4,3
-3001x3300,MPA,MPA,3,0,1,10,4,1,1,3,4,1
-2988x3238,MPA,MPA,3,0,1,2,4,1,1,3,4,1
-2991x3316,MPA,MPA,3,0,1,2,4,1,1,3,4,1
-2991x3276,MPA,MPA,3,1,1,14,4,1,0,3,4,1
-2989x3379,MPA,MPA,3,0,1,2,4,1,1,3,4,1
-2979x3333,MPA,MPA,3,0,1,2,4,1,1,3,4,1
-2974x3250,MPA,MPA,2,2,1,0,4,1,2,3,4,6
-2968x3391,MPA,MPA,3,2,2,16,4,1,2,3,4,6
-2960x3334,MPA,MPA,3,0,1,10,4,1,1,3,4,1
-2950x3275,MPA,MPA,5,7,1,4,4,1,4,3,4,3
-2940x3299,MPA,MPA,3,10,1,19,4,1,9,3,4,6
-2945x3316,MPA,MPA,3,1,1,14,4,1,0,3,4,1
-2934x3372,MPA,MPA,3,0,4,2,4,1,1,3,4,1
-2935x3245,MPA,MPA,2,9,4,11,4,1,7,3,4,0
-2924x3321,MPA,MPA,3,1,1,13,4,1,0,3,4,2
-2922x3356,MPA,MPA,3,1,4,5,4,1,0,3,4,1
-2927x3336,MPA,MPA,3,5,1,3,4,1,3,3,4,5
-2912x3246,MPA,MPA,3,1,1,14,4,1,1,3,4,1
-2906x3237,MPA,MPA,2,1,1,14,4,1,0,3,4,1
-2910x3303,MPA,MPA,5,7,1,4,4,1,4,3,4,3
-2905x3311,MPA,MPA,5,1,1,13,4,1,4,3,4,2
-2904x3395,MPA,MPA,3,3,4,12,4,1,0,3,4,1
-2900x3249,MPA,MPA,3,5,1,3,4,1,3,3,4,5
-2894x3273,MPA,MPA,3,1,1,5,4,1,1,3,4,1
-2892x3285,MPA,MPA,5,7,1,4,4,1,4,3,4,3
-2876x3325,MPA,MPA,2,5,1,18,1,1,3,3,4,5
-2870x3343,MPA,MPA,2,2,1,0,4,1,2,3,4,6
-2869x3257,MPA,MPA,3,1,4,5,4,1,0,3,4,1
-2869x3400,MPA,MPA,6,5,2,3,1,1,3,3,4,5
-2860x3232,MPA,MPA,3,9,4,11,4,1,7,3,4,0
-2861x3400,MPA,MPA,6,5,2,3,1,1,3,3,4,5
-2857x3289,MPA,MPA,2,2,4,0,4,1,2,3,4,6
-2850x3273,MPA,MPA,3,1,4,5,4,1,0,3,4,1
-2847x3243,MPA,MPA,3,0,4,2,4,1,1,3,4,1
-3031x3261,MPA,MPA,3,1,1,5,4,1,0,3,4,1
-3021x3369,MPA,MPA,2,2,1,0,4,1,2,3,4,6
-3008x3243,MPA,MPA,3,1,1,14,4,1,1,3,4,1
-2993x3226,MPA,MPA,3,7,1,4,4,1,4,3,4,3
-2972x3298,MPA,MPA,3,1,1,14,4,1,0,3,4,1
-2966x3292,MPA,MPA,3,1,1,14,4,1,0,3,4,1
-2915x3259,MPA,MPA,3,1,1,5,4,1,1,3,4,1
-2999x3350,MPA,MPA,3,1,1,14,4,1,1,3,4,1
-2947x3264,MPA,MPA,3,1,1,14,4,1,1,3,4,1
-2872x3315,MPA,MPA,2,2,1,0,4,1,2,3,4,6
-2872x3396,MPA,MPA,6,1,2,13,4,1,3,3,4,2
-2952x3331,MPA,MPA,3,1,1,14,4,1,1,3,4,1
-2917x3277,MPA,MPA,3,1,1,14,4,1,1,3,4,7
-2903x3366,MPA,MPA,3,5,4,3,4,1,3,3,4,5
-2875x3304,MPA,MPA,2,9,1,11,4,1,7,3,4,0
-3030x3427,MPA,MPA,2,2,4,0,4,1,2,3,4,6
-3022x3498,MPA,MPA,6,5,1,3,1,1,3,3,4,5
-3025x3551,MPN,MPN,3,1,1,13,4,1,1,3,4,1
-3014x3523,MPN,MPN,3,7,1,4,4,1,4,3,4,3
-3004x3595,MPN,MPN,4,0,4,16,4,1,0,3,2,1
-3002x3587,MPN,MPN,4,3,4,12,4,1,0,3,4,7
-2999x3558,MPN,MPN,6,5,1,3,1,1,3,3,4,5
-2979x3530,MPN,MPN,3,7,1,4,4,1,4,3,4,3
-2972x3453,MPA,MPA,3,1,2,5,4,1,1,3,4,1
-2971x3493,MPN,MPN,3,1,4,14,4,1,5,3,4,1
-2970x3555,MPN,MPN,2,2,1,0,4,1,2,3,4,6
-2969x3479,MPN,MPN,3,1,4,7,4,1,5,3,4,1
-2967x3574,MPN,MPN,3,1,1,14,4,1,0,3,4,1
-2956x3438,MPA,MPA,6,5,4,3,1,1,3,3,4,5
-2943x3601,MPN,MPN,5,7,1,4,4,1,4,3,2,3
-2939x3513,MPN,MPN,3,1,4,14,4,1,0,3,4,1
-2935x3539,MPN,MPN,3,0,1,2,4,1,1,3,4,1
-2936x3432,MPA,MPA,3,10,4,19,4,1,9,3,4,6
-2936x3461,MPN,MPN,3,3,4,12,4,1,7,3,4,7
-2926x3592,MPN,MPN,3,0,1,23,4,1,3,3,4,1
-2927x3468,MPN,MPN,2,9,4,11,4,1,7,3,4,0
-2924x3602,MPN,MPN,6,5,1,3,1,1,3,3,2,5
-2917x3550,MPN,MPN,5,7,1,4,4,1,4,3,4,3
-2917x3496,MPN,MPN,3,2,4,16,4,1,2,3,4,6
-2912x3563,MPN,MPN,3,1,1,7,4,1,0,3,4,1
-2912x3504,MPN,MPN,3,3,4,7,4,1,2,3,4,7
-2910x3554,MPN,MPN,3,1,1,14,4,1,4,3,4,1
-2898x3606,MPN,MPN,2,2,0,0,2,1,2,3,2,6
-2895x3444,MPA,MPA,3,1,4,14,4,1,0,3,4,1
-2891x3513,MPN,MPN,3,9,4,11,4,1,7,3,4,0
-2881x3454,MPN,MPN,3,9,1,11,4,1,7,3,4,0
-2863x3607,MPN,MPN,6,1,0,14,2,0,0,2,2,1
-2864x3589,MPN,MPN,6,3,1,12,2,1,0,2,2,7
-2861x3483,MPN,MPN,2,2,4,0,4,1,2,3,4,6
-2855x3499,MPN,MPN,3,0,4,2,4,1,1,3,4,1
-2851x3488,MPN,MPN,2,2,4,0,4,6,2,3,4,6
-2848x3443,MPA,MPA,2,2,1,0,4,1,2,3,4,6
-2844x3543,MPN,MPN,2,9,1,11,4,1,7,3,4,0
-3024x3566,MPN,MPN,4,3,1,12,4,1,0,3,4,7
-3009x3482,MPA,MPA,2,2,1,0,4,1,2,3,4,6
-3007x3473,MPA,MPA,2,2,1,16,4,1,2,3,4,6
-2998x3535,MPN,MPN,3,0,1,2,4,1,1,3,4,1
-2961x3510,MPN,MPN,3,5,2,18,4,1,3,3,4,5
-2859x3444,MPA,MPA,2,2,1,0,4,1,2,3,4,6
-2985x3601,MPN,MPN,3,1,4,14,4,1,1,3,2,1
-2964x3547,MPN,MPN,4,1,1,5,4,1,1,3,4,2
-2945x3584,MPN,MPN,3,0,1,8,4,1,1,3,4,1
-2893x3497,MPN,MPN,3,3,4,12,4,1,0,3,4,1
-2877x3541,MPN,MPN,3,5,4,3,1,1,3,3,4,5
-3027x3529,MPN,MPN,3,1,1,14,4,1,0,3,4,1
-3017x3551,MPN,MPN,4,1,1,13,4,1,1,3,4,2
-3001x3451,MPA,MPA,3,1,4,12,4,1,0,3,4,1
-2954x3508,MPN,MPN,6,5,2,3,4,1,3,3,4,5
-2955x3568,MPN,MPN,4,3,1,12,4,1,0,3,4,7
-2909x3472,MPN,MPN,3,3,4,12,4,1,0,3,4,1
-2871x3475,MPN,MPN,2,1,4,5,4,1,1,3,4,1
-3025x3774,MPN,MPN,4,3,5,7,2,0,0,2,2,1
-3021x3739,MPN,MPN,4,1,5,13,2,1,1,2,2,2
-3021x3747,MPN,MPN,4,1,5,13,2,0,1,2,2,2
-3017x3693,MPN,MPN,3,9,0,2,2,1,7,2,2,1
-3020x3636,MPN,MPN,4,1,0,5,4,0,0,2,2,1
-3017x3701,MPN,MPN,3,9,0,11,2,1,7,2,2,0
-3016x3803,MPN,MPN,4,1,5,13,2,0,1,2,2,2
-3013x3652,MPN,MPN,4,5,0,3,1,0,3,2,2,5
-3004x3703,MPN,MPN,3,3,0,12,2,0,0,2,2,7
-3004x3659,MPN,MPN,4,3,0,15,2,0,0,2,2,7
-2998x3777,MPN,MPN,4,1,5,13,2,0,1,2,2,2
-2995x3659,MPN,MPN,4,1,0,14,2,0,0,2,2,1
-2994x3637,MPN,MPN,4,2,0,0,4,0,2,2,2,6
-2982x3802,MPN,MPN,6,2,5,3,2,0,3,2,2,6
-2981x3707,MPN,MPN,6,5,0,18,1,1,3,2,2,5
-2975x3724,MPN,MPN,6,5,0,3,2,1,3,2,2,5
-2972x3736,MPN,MPN,2,2,0,16,2,0,2,2,2,6
-2958x3784,MPN,MPN,4,1,0,13,2,0,0,2,2,2
-2956x3775,MPN,MPN,4,4,0,1,2,0,0,2,2,1
-2953x3680,MPN,MPN,4,3,0,15,2,0,1,2,2,2
-2954x3762,MPN,MPN,4,2,0,0,2,0,2,2,2,6
-2943x3693,MPN,MPN,4,7,0,4,2,0,4,2,2,3
-2941x3718,MPN,MPN,4,5,0,3,1,0,3,2,2,5
-2924x3734,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2921x3632,MPN,MPN,3,3,0,7,2,0,0,2,2,7
-2919x3728,MPN,MPN,4,2,0,0,2,0,2,2,2,6
-2914x3801,MPN,MPN,2,2,0,0,2,0,2,2,2,6
-2910x3791,MPN,MPN,2,2,0,0,2,0,2,2,2,6
-2910x3755,MPN,MPN,4,0,0,2,2,0,1,2,2,1
-2906x3652,MPN,MPN,4,3,0,12,2,0,0,2,2,7
-2902x3633,MPN,MPN,2,2,0,0,2,0,2,2,2,6
-2896x3709,MPN,MPN,4,0,0,8,2,0,1,2,2,1
-2894x3633,MPN,MPN,2,3,0,12,2,0,2,2,2,7
-2891x3768,MPN,MPN,4,2,0,0,2,0,2,2,2,6
-2886x3656,MPN,MPN,4,0,0,8,2,0,1,2,2,1
-2865x3647,MPN,MPN,4,3,0,15,2,0,5,2,2,7
-2860x3795,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2852x3621,MPN,MPN,6,5,0,18,2,0,3,2,2,5
-2848x3805,MPN,MPN,4,0,0,2,2,0,1,2,2,1
-2999x3681,MPN,MPN,4,3,4,12,2,0,0,2,2,7
-2970x3759,MPN,MPN,2,1,2,5,2,0,1,2,2,1
-2963x3789,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2929x3782,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2906x3745,MPN,MPN,4,0,0,8,2,0,1,2,2,1
-2873x3728,MPN,MPN,4,0,0,2,2,0,1,2,2,1
-2867x3733,MPN,MPN,4,0,0,23,2,0,1,2,2,1
-2987x3692,MPN,MPN,3,0,0,7,2,0,0,2,2,1
-2966x3696,MPN,MPN,4,6,0,8,2,0,1,2,2,1
-2945x3799,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2945x3738,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2920x3673,MPN,MPN,4,3,0,15,2,0,0,2,2,7
-2877x3641,MPN,MPN,4,9,0,11,2,0,7,2,2,0
-2851x3626,MPN,MPN,6,5,0,18,2,0,3,2,2,7
-2851x3807,MPN,MPN,4,0,0,10,2,0,1,2,2,1
-2981x3740,MPN,MPN,2,10,0,19,2,0,3,2,2,5
-2889x3759,MPN,MPN,4,1,0,21,2,0,1,2,2,1
-2870x3676,MPN,MPN,3,7,0,4,2,0,4,2,2,3
-2860x3622,MPN,MPN,6,5,0,3,1,0,3,2,2,5
-3017x3682,MPN,MPN,3,0,4,8,2,0,1,2,2,1
-2960x3658,MPN,MPN,4,3,0,15,2,0,1,2,2,1
-2947x3711,MPN,MPN,4,0,0,8,2,0,3,2,2,1
-2926x3766,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2869x3669,MPN,MPN,4,0,0,8,2,0,4,2,2,1
-2865x3772,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-3026x3852,MPN,MPN,4,2,1,16,2,0,2,2,2,1
-3020x3869,MPN,MPN,4,9,0,11,2,0,7,2,2,0
-3009x3997,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-3007x3897,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-3005x3906,MPN,MPN,4,9,0,11,2,0,0,2,2,7
-2992x3850,MPN,MPN,4,3,0,12,2,0,0,2,2,7
-2991x3887,MPN,MPN,4,1,0,5,2,0,0,2,2,1
-2987x3916,MPN,MPN,4,2,0,0,2,0,2,2,2,6
-2986x4002,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2968x3891,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2966x4005,MPN,MPN,4,4,2,1,2,0,0,2,2,7
-2963x3975,MPN,MPN,2,2,2,0,2,0,2,2,2,6
-2957x3955,MPN,MPN,4,4,2,1,2,0,0,2,2,7
-2955x3924,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2946x3951,MPN,MPN,4,3,2,12,2,0,0,2,2,7
-2932x3987,MPN,MPN,4,3,4,12,2,0,0,2,2,7
-2923x3923,MPN,MPN,6,5,0,18,2,0,3,2,2,5
-2925x3851,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2922x3828,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2915x3923,MPN,MPN,3,9,0,11,2,0,3,2,2,0
-2917x3883,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2909x3905,MPN,MPN,3,4,0,1,2,0,0,2,2,7
-2907x3950,MPN,MPN,4,1,0,5,2,0,1,2,2,1
-2909x3980,MPN,MPN,4,3,4,15,2,0,0,2,2,7
-2905x3862,MPN,MPN,4,1,0,13,2,0,1,2,2,2
-2889x3868,MPN,MPN,4,0,0,2,2,0,0,2,2,1
-2886x3875,MPN,MPN,4,5,0,3,1,0,3,2,2,5
-2873x3850,MPN,MPN,2,0,0,23,2,0,1,2,2,1
-2869x3941,MPN,MPN,4,0,0,10,2,0,1,2,2,1
-2859x3860,MPN,MPN,2,2,2,0,2,0,2,2,2,6
-2852x3997,MPN,MPN,6,5,2,18,1,0,3,2,2,5
-2849x3902,MPN,MPN,2,2,2,0,2,0,2,2,2,6
-2849x3887,MPN,MPN,2,4,2,1,2,0,0,2,2,7
-2980x3913,MPN,MPN,4,3,0,7,2,0,2,2,2,7
-2970x3967,MPN,MPN,2,2,2,0,2,0,2,2,2,6
-2950x4003,MPN,MPN,4,0,0,2,2,0,1,2,2,1
-2945x3890,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2946x3934,MPN,MPN,4,3,0,12,2,0,0,2,2,7
-2858x3930,MPN,MPN,4,3,2,12,2,0,0,2,2,7
-2980x3867,MPN,MPN,4,4,0,1,2,0,0,2,2,7
-2974x3953,MPN,MPN,3,0,2,2,2,0,1,2,2,1
-2967x3902,MPN,MPN,4,0,0,23,2,0,1,2,2,1
-2940x3841,MPN,MPN,4,9,0,11,2,0,0,2,2,1
-2930x3963,MPN,MPN,4,0,0,23,2,0,1,2,2,1
-2859x3884,MPN,MPN,2,10,2,19,2,0,9,2,2,5
-3026x3975,MPN,MPN,4,4,0,1,2,2,0,2,2,7
-3027x3984,MPN,MPN,4,3,0,15,2,2,0,2,2,7
-2997x3942,MPN,MPN,4,0,0,2,2,0,1,2,2,1
-2995x3833,MPN,MPN,4,3,0,7,2,0,0,2,2,7
-2959x3964,MPN,MPN,3,3,2,7,2,0,0,2,2,7
-2917x4006,MPN,MPN,4,5,2,3,2,0,3,2,2,5
-2876x3832,MPN,MPN,2,2,0,16,2,0,2,2,2,6
-3034x4136,MPN,MPN,3,5,2,3,2,0,3,2,2,5
-3028x4032,MPN,MPN,4,3,2,12,2,0,0,2,2,7
-3024x4194,BST,BST,4,4,4,1,2,2,0,2,5,7
-3016x4071,MPN,MPN,4,0,0,23,2,0,1,2,2,7
-3014x4203,BST,BST,4,1,4,14,2,2,0,2,5,1
-3015x4081,MPN,MPN,4,3,2,15,2,0,1,2,2,7
-3016x4175,BST,BST,4,3,4,15,2,2,0,2,2,7
-3001x4135,MPN,MPN,4,3,2,15,2,0,0,2,2,7
-2997x4041,MPN,MPN,4,0,0,2,2,0,1,2,2,1
-2997x4166,BST,BST,2,2,0,0,2,2,2,2,2,6
-3000x4063,MPN,MPN,4,3,0,12,2,0,0,2,2,7
-2992x4023,MPN,MPN,4,4,0,1,2,0,0,2,2,7
-2989x4125,MPN,MPN,4,3,2,20,2,0,0,2,2,7
-2985x4158,BST,BST,2,4,2,1,2,2,2,2,2,7
-2987x4115,MPN,MPN,4,4,2,1,2,0,0,2,2,7
-2987x4208,BST,BST,2,2,4,0,2,2,2,3,5,6
-2981x4047,MPN,MPN,4,3,2,20,2,0,0,2,2,7
-2974x4111,MPN,MPN,4,1,2,5,2,0,0,2,2,1
-2974x4161,BST,BST,2,2,4,0,2,2,3,2,2,6
-2970x4188,BST,BST,2,2,4,0,2,2,0,3,5,6
-2967x4064,MPN,MPN,4,3,2,12,2,0,0,2,2,7
-2960x4100,MPN,MPN,2,2,2,16,2,2,2,2,2,6
-2957x4139,BST,BST,3,4,2,1,2,2,0,1,2,1
-2954x4205,BST,BST,2,3,4,12,2,2,0,1,5,7
-2950x4048,MPN,MPN,4,3,2,7,2,0,0,2,2,7
-2944x4136,BST,BST,3,4,2,1,2,2,2,1,2,1
-2947x4062,MPN,MPN,4,3,2,20,2,2,0,2,2,1
-2938x4163,BST,BST,1,4,2,1,6,2,0,1,5,7
-2940x4185,BST,BST,3,0,2,10,6,2,1,1,5,1
-2937x4133,BST,BST,3,2,2,0,6,2,2,1,2,6
-2937x4058,MPN,MPN,1,4,2,1,2,2,0,2,2,7
-2932x4035,MPN,MPN,1,4,2,1,2,0,0,2,2,7
-2917x4166,BST,BST,1,9,2,11,6,2,7,1,5,0
-2918x4102,BST,BST,6,5,2,3,1,2,3,1,2,5
-2914x4184,BST,BST,2,2,2,0,6,2,2,1,5,6
-2912x4210,BST,BST,1,4,2,1,6,2,0,1,5,7
-2903x4181,BST,BST,2,4,2,1,6,2,2,1,5,7
-2907x4050,MPN,MPN,1,4,2,1,2,2,0,2,2,7
-2900x4141,BST,BST,1,4,2,1,6,2,0,1,5,7
-2904x4193,BST,BST,2,2,2,0,6,2,2,1,5,6
-2899x4081,BST,BST,2,2,2,0,6,2,2,1,2,6
-2900x4105,BST,BST,1,9,2,11,6,2,0,1,5,7
-2881x4065,BST,BST,1,4,2,1,2,2,0,1,5,7
-2871x4119,BST,BST,1,4,2,1,6,2,0,1,5,7
-2864x4028,MPN,MPN,2,3,4,7,2,2,2,2,2,7
-2858x4167,BST,BST,1,5,2,18,6,2,3,1,5,5
-2856x4031,MPN,MPN,2,2,4,0,2,2,2,2,5,6
-2857x4139,BST,BST,1,4,2,1,6,2,0,1,5,7
-2850x4074,BST,BST,2,2,2,0,6,2,2,1,5,6
-3015x4030,MPN,MPN,4,7,0,4,2,0,4,2,2,3
-3003x4117,MPN,MPN,4,3,2,20,2,0,0,2,2,7
-2974x4168,BST,BST,2,5,4,3,1,2,3,2,5,5
-2955x4088,MPN,MPN,1,9,2,11,2,2,7,2,2,0
-2929x4156,BST,BST,1,4,2,20,6,2,0,1,5,7
-2966x4131,MPN,MPN,3,7,2,4,2,2,4,2,2,3
-2875x4185,BST,BST,1,4,2,1,6,2,0,1,5,7
-2865x4083,BST,BST,1,4,2,20,6,2,0,1,5,7
-3008x4109,MPN,MPN,4,3,2,12,2,0,0,2,2,7
-2876x4178,BST,BST,1,1,2,14,6,2,0,1,5,1
-2864x4109,BST,BST,1,4,2,1,6,2,0,1,5,7
-3008x4124,MPN,MPN,4,4,2,1,2,0,0,2,2,7
-2919x4127,BST,BST,1,4,2,1,6,2,0,1,5,7
-2867x4052,MPN,MPN,1,9,2,11,2,2,7,1,5,2
-2845x4192,BST,BST,4,2,2,0,6,2,2,1,5,6
-2875x4167,BST,BST,1,4,2,5,6,2,0,1,5,7
-3025x4335,BST,BST,1,4,0,1,6,2,0,1,5,7
-3019x4405,BST,BST,6,5,2,3,6,2,3,3,5,5
-3004x4319,BST,BST,1,1,2,1,6,2,1,1,5,1
-3001x4403,BST,BST,6,4,2,1,6,2,0,1,5,1
