,ground_truth,ground_truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
-2787x-472,MPA,MPA,2,6,2,9,6,0,6,4,2,4
-2772x-528,MPA,MPA,2,5,4,1,1,0,4,4,2,1
-2908x-469,MPA,MPA,2,11,2,20,1,0,11,4,2,3
-2808x-635,MPA,MPA,2,3,4,0,1,3,2,4,2,3
-2824x-603,MPA,MPA,2,11,4,20,1,3,11,4,2,3
-2822x-597,MPA,MPA,2,0,4,5,1,3,11,4,2,6
-2925x-272,MPA,MPA,3,1,5,12,5,0,3,4,2,0
-2922x-439,MPA,MPA,2,5,2,1,1,0,4,4,2,5
-2918x-363,MPA,MPA,2,5,2,1,1,0,4,4,2,5
-2908x-350,MPA,MPA,3,5,2,1,1,0,4,4,2,5
-2909x-405,MPA,MPA,2,5,2,1,1,0,4,4,2,5
-2909x-338,MPA,MPA,3,5,2,1,1,0,4,4,2,5
-2902x-428,MPA,MPA,2,3,2,0,1,0,2,4,2,3
-2902x-328,MPA,MPA,3,5,2,1,1,0,4,4,2,5
-2899x-286,MPA,MPA,3,2,5,6,5,0,0,4,2,1
-2893x-271,MPA,MPA,3,1,5,7,5,0,3,4,2,0
-2891x-364,MPA,MPA,3,1,2,12,1,0,3,4,2,0
-2890x-304,MPA,MPA,3,5,5,1,5,0,4,4,2,5
-2884x-290,MPA,MPA,3,5,5,1,5,0,4,4,2,5
-2887x-403,MPA,MPA,3,1,2,12,1,0,3,4,2,0
-2880x-380,MPA,MPA,3,6,2,9,6,0,6,4,2,4
-2880x-359,MPA,MPA,2,3,2,0,1,0,2,4,2,3
-2873x-289,MPA,MPA,3,11,5,20,5,0,11,4,2,5
-2871x-443,MPA,MPA,3,0,5,4,1,0,0,4,2,0
-2869x-371,MPA,MPA,2,3,2,0,1,0,2,4,2,3
-2869x-297,MPA,MPA,3,2,5,6,5,0,11,4,2,7
-2867x-416,MPA,MPA,3,1,2,7,1,0,3,4,2,0
-2854x-324,MPA,MPA,2,9,2,14,5,0,9,4,2,3
-2846x-294,MPA,MPA,3,1,5,7,5,0,3,4,2,0
-2844x-410,MPA,MPA,8,6,2,9,6,0,6,4,2,4
-2840x-269,MPA,MPA,3,3,5,0,5,0,2,4,2,3
-2840x-309,MPA,MPA,8,6,5,9,6,0,6,4,2,4
-2827x-301,MPA,MPA,8,6,5,9,6,0,6,4,2,4
-2822x-282,MPA,MPA,2,2,5,6,5,0,0,4,2,1
-2820x-309,MPA,MPA,3,1,2,7,5,0,3,4,2,0
-2823x-412,MPA,MPA,8,3,2,0,1,0,2,4,2,3
-2819x-352,MPA,MPA,4,2,1,2,5,0,0,4,2,1
-2807x-438,MPA,MPA,2,5,2,1,1,3,4,4,2,5
-2803x-334,MPA,MPA,2,1,2,19,5,0,2,4,2,0
-2802x-321,MPA,MPA,2,3,2,0,5,0,2,4,2,3
-2789x-358,MPA,MPA,2,3,2,0,5,0,2,4,2,3
-2787x-393,MPA,MPA,2,5,5,1,5,0,4,4,2,5
-2776x-381,MPA,MPA,2,2,5,4,5,0,0,4,2,0
-2776x-364,MPA,MPA,2,3,5,0,5,0,2,4,2,3
-2767x-324,MPA,MPA,3,9,5,14,5,0,9,4,2,0
-2765x-273,MPA,MPA,4,2,2,6,5,0,0,4,2,1
-2757x-392,MPA,MPA,3,1,5,12,5,0,3,4,2,0
-2753x-366,MPA,MPA,2,6,5,9,6,0,6,4,2,4
-2759x-433,MPA,MPA,3,3,4,0,5,0,2,4,2,3
-2746x-327,MPA,MPA,3,1,5,12,5,0,3,4,2,0
-2914x-398,MPA,MPA,3,6,2,9,6,0,4,4,2,4
-2909x-266,MPA,MPA,3,1,5,7,5,0,3,4,2,0
-2845x-320,MPA,MPA,3,0,5,4,5,0,9,4,2,0
-2841x-423,MPA,MPA,3,2,2,6,1,0,0,4,2,1
-2814x-293,MPA,MPA,3,5,5,1,5,0,4,4,2,5
-2808x-373,MPA,MPA,2,0,1,4,5,0,0,4,2,1
-2802x-275,MPA,MPA,2,3,2,0,5,0,2,4,2,3
-2775x-273,MPA,MPA,3,2,5,6,5,0,0,4,2,1
-2910x-330,MPA,MPA,3,5,2,1,1,0,4,4,2,5
-2862x-351,MPA,MPA,2,1,2,7,1,0,3,4,2,0
-2836x-356,MPA,MPA,4,6,1,9,6,0,6,4,2,4
-2808x-429,MPA,MPA,2,6,2,9,6,3,4,4,2,4
-2791x-281,MPA,MPA,2,3,5,0,5,0,2,4,2,3
-2773x-335,MPA,MPA,3,1,2,10,5,0,3,4,2,0
-2753x-407,MPA,MPA,3,2,2,4,5,0,0,4,2,0
-2815x-434,MPA,MPA,2,1,2,10,1,3,4,4,2,0
-2788x-306,MPA,MPA,2,6,5,9,6,0,6,4,2,4
-2909x-285,MPA,MPA,3,2,5,4,5,0,0,4,2,1
-2743x-281,MPA,MPA,4,2,5,6,5,0,0,4,2,1
-2921x-218,MPA,MPA,3,3,4,0,5,0,2,4,2,3
-2912x-161,MPA,MPA,2,9,1,14,5,0,9,4,2,3
-2911x-79,MPA,MPA,3,2,5,6,5,0,3,4,2,1
-2908x-142,MPA,MPA,2,3,1,0,5,0,2,4,2,3
-2903x-188,MPA,MPA,3,6,5,9,6,0,6,4,2,4
-2893x-248,MPA,MPA,3,1,5,7,5,0,2,4,2,0
-2892x-129,MPA,MPA,4,2,1,2,5,0,5,4,2,1
-2885x-201,MPA,MPA,3,5,5,1,5,0,4,4,2,5
-2885x-71,MPA,MPA,3,5,2,1,5,0,3,4,2,0
-2882x-224,MPA,MPA,3,1,5,7,5,0,3,4,2,0
-2877x-247,MPA,MPA,3,2,5,6,5,0,0,4,2,1
-2877x-153,MPA,MPA,3,2,1,6,5,0,0,4,2,1
-2875x-172,MPA,MPA,3,1,1,10,5,0,3,4,2,0
-2865x-219,MPA,MPA,3,1,5,16,5,0,3,4,2,0
-2865x-76,MPA,MPA,3,0,5,4,1,0,0,4,2,1
-2863x-93,MPA,MPA,3,1,2,7,5,0,3,4,2,0
-2850x-207,MPA,MPA,3,5,5,1,5,0,4,4,2,5
-2837x-82,MPA,MPA,2,3,2,0,1,0,2,4,2,3
-2825x-167,MPA,MPA,4,3,1,0,5,0,2,4,2,3
-2823x-238,MPA,MPA,3,2,4,4,5,0,0,4,2,0
-2816x-200,MPA,MPA,3,2,1,6,5,0,0,4,2,1
-2812x-106,MPA,MPA,3,3,1,0,5,0,2,4,2,3
-2800x-208,MPA,MPA,2,5,1,1,5,0,4,4,2,5
-2799x-106,MPA,MPA,3,1,1,7,5,0,3,4,2,0
-2792x-210,MPA,MPA,2,3,1,0,5,0,2,4,2,3
-2786x-194,MPA,MPA,3,2,1,2,5,0,0,4,2,1
-2790x-157,MPA,MPA,3,1,1,10,5,0,3,4,2,0
-2787x-241,MPA,MPA,3,1,1,10,5,0,3,4,2,0
-2787x-168,MPA,MPA,3,1,1,7,5,0,3,4,2,0
-2783x-106,MPA,MPA,3,1,1,7,5,0,3,4,2,0
-2767x-179,MPA,MPA,3,1,1,7,5,0,3,4,2,0
-2765x-119,MPA,MPA,2,3,1,0,5,0,2,4,2,3
-2760x-220,MPA,MPA,3,2,1,2,5,0,0,4,2,6
-2761x-100,MPA,MPA,3,5,1,1,5,0,4,4,2,5
-2761x-129,MPA,MPA,2,3,1,0,5,0,2,4,2,3
-2748x-154,MPA,MPA,2,2,1,23,5,0,0,4,2,1
-2750x-83,MPA,MPA,4,4,1,17,5,0,0,4,2,1
-2740x-127,MPA,MPA,3,1,1,7,5,0,3,4,2,0
-2741x-213,MPA,MPA,2,0,1,4,5,0,0,4,2,3
-2742x-100,MPA,MPA,4,2,1,2,5,0,0,4,2,1
-2919x-180,MPA,MPA,3,1,1,12,1,0,3,4,2,0
-2891x-119,MPA,MPA,4,6,1,9,6,0,6,4,2,4
-2890x-143,MPA,MPA,3,2,1,6,5,0,3,4,2,1
-2873x-194,MPA,MPA,3,5,5,1,5,0,4,4,2,5
-2861x-141,MPA,MPA,4,2,1,2,5,0,0,4,2,1
-2852x-152,MPA,MPA,4,2,1,2,5,0,0,4,2,1
-2846x-161,MPA,MPA,4,9,1,14,5,0,0,4,2,1
-2840x-68,MPA,MPA,2,3,2,0,5,0,2,4,2,3
-2919x-116,MPA,MPA,4,2,1,4,5,0,0,4,2,0
-2777x-139,MPA,MPA,3,2,1,2,5,0,4,4,2,1
-2772x-104,MPA,MPA,3,1,1,7,5,0,3,4,2,1
-2771x-136,MPA,MPA,3,5,1,1,5,0,4,4,2,5
-2907x-75,MPA,MPA,3,1,5,13,5,0,3,4,2,0
-2765x-205,MPA,MPA,3,5,1,1,5,0,4,4,2,5
-2886x-229,MPA,MPA,3,1,5,16,5,0,3,4,2,0
-2922x70,MPA,MPA,4,2,1,2,5,0,0,4,2,1
-2920x-50,MPA,MPA,4,1,5,7,5,0,3,4,2,0
-2919x53,MPA,MPA,3,5,1,1,5,0,4,4,2,5
-2914x118,MPA,MPA,2,3,1,0,5,0,2,4,2,3
-2912x-14,MPA,MPA,4,2,5,19,5,0,2,4,2,1
-2909x103,MPA,MPA,2,9,1,14,5,0,9,4,2,3
-2908x28,MPA,MPA,3,0,9,4,5,0,0,4,2,1
-2903x133,MPA,MPA,2,5,1,1,2,0,4,4,2,5
-2900x4,MPA,MPA,3,2,1,6,5,0,0,4,2,1
-2894x53,MPA,MPA,3,1,1,16,5,0,3,4,2,0
-2893x19,MPA,MPA,3,1,1,10,5,0,3,4,2,0
-2876x127,MPA,MPA,3,1,1,7,5,0,3,4,2,0
-2876x8,MPA,MPA,3,0,9,5,5,0,1,2,2,1
-2866x64,MPA,MPA,1,0,1,5,5,0,0,4,2,1
-2871x-35,MPA,MPA,3,1,1,10,5,0,3,4,2,0
-2856x80,MPA,MPA,8,11,1,20,5,0,11,4,2,3
-2848x70,MPA,MPA,1,0,1,5,5,0,1,4,2,6
-2844x99,MPA,MPA,3,2,1,2,5,0,0,4,2,1
-2844x0,MPA,MPA,3,1,1,10,5,0,3,4,2,0
-2837x-24,MPA,MPA,3,2,1,2,5,0,0,4,2,1
-2827x30,MPA,MPA,3,0,9,5,5,0,1,4,2,1
-2823x76,MPA,MPA,3,2,1,2,5,0,3,2,2,1
-2814x95,MPA,MPA,4,2,1,6,5,0,0,4,2,1
-2810x-8,MPA,MPA,3,1,1,12,5,0,3,4,2,1
-2806x120,MPA,MPA,4,0,1,3,5,0,1,2,2,6
-2792x74,MPA,MPA,4,2,1,2,5,0,0,2,2,1
-2789x-3,MPA,MPA,3,1,5,10,5,0,3,4,2,0
-2788x-33,MPA,MPA,3,3,1,0,5,0,2,4,2,3
-2776x49,MPA,MPA,1,2,1,6,5,0,1,2,2,1
-2775x105,MPA,MPA,3,0,1,6,5,0,5,2,2,1
-2771x-28,MPA,MPA,3,2,1,2,5,0,0,4,2,1
-2768x53,MPA,MPA,1,0,1,5,5,0,1,2,2,6
-2763x87,MPA,MPA,3,4,0,17,5,0,0,2,2,1
-2760x126,MPA,MPA,4,0,5,5,5,0,1,2,2,1
-2750x137,MPA,MPA,4,6,4,9,6,0,6,2,2,4
-2748x8,MPA,MPA,1,2,1,2,5,0,0,2,2,1
-2742x-36,MPA,MPA,3,1,1,7,5,0,3,2,2,1
-2740x-16,MPA,MPA,4,5,1,1,5,0,4,2,2,5
-2742x-23,MPA,MPA,3,5,1,1,5,0,4,2,2,5
-2891x128,MPA,MPA,2,5,1,1,2,0,4,4,2,5
-2858x-26,MPA,MPA,3,2,1,2,5,0,5,4,2,1
-2857x13,MPA,MPA,3,2,1,2,5,0,0,4,2,1
-2839x72,MPA,MPA,3,1,1,16,5,0,0,4,2,0
-2793x117,MPA,MPA,3,2,1,6,5,0,0,2,2,1
-2787x30,MPA,MPA,3,2,1,6,5,0,0,2,2,1
-2922x93,MPA,MPA,4,2,1,2,5,0,3,4,2,1
-2836x57,MPA,MPA,3,0,1,5,5,0,1,4,2,6
-2828x120,MPA,MPA,4,2,1,2,5,0,0,4,2,1
-2824x14,MPA,MPA,3,2,1,6,5,0,0,4,2,1
-2802x3,MPA,MPA,3,1,1,7,5,0,3,2,2,0
-2757x59,MPA,MPA,1,0,1,5,5,0,1,2,2,6
-2883x81,MPA,MPA,8,6,1,9,6,0,6,4,2,4
-2909x-40,MPA,MPA,4,2,5,6,5,0,0,4,2,7
-2829x82,MPA,MPA,3,6,1,9,6,0,6,4,2,4
-2814x-29,MPA,MPA,3,2,1,2,5,0,3,4,2,1
-2797x96,MPA,MPA,4,2,1,6,5,0,3,2,2,1
-2764x-41,MPA,MPA,3,2,1,6,5,0,0,4,2,0
-2917x169,MPA,MPA,4,4,1,17,5,0,0,2,2,1
-2908x198,MPA,MPA,4,0,1,4,5,0,0,2,2,6
-2905x151,MPA,MPA,3,1,1,7,5,0,3,2,2,0
-2903x283,MPA,MPA,4,2,1,2,5,0,0,2,2,1
-2901x183,MPA,MPA,4,3,1,0,5,0,2,2,2,3
-2888x217,MPA,MPA,4,2,1,6,5,0,1,2,2,1
-2881x260,MPA,MPA,4,2,1,2,5,0,5,2,2,1
-2880x268,MPA,MPA,4,0,1,2,5,0,0,2,2,1
-2878x333,MPA,MPA,3,0,1,3,5,0,1,2,2,1
-2873x197,MPA,MPA,3,2,1,2,5,0,0,2,2,1
-2862x160,MPA,MPA,4,9,1,14,5,0,9,2,2,3
-2862x260,MPA,MPA,4,2,1,2,5,0,5,2,2,1
-2855x314,MPA,MPA,4,2,1,2,5,0,1,2,2,1
-2848x263,MPA,MPA,4,5,1,1,5,0,4,2,2,5
-2846x230,MPA,MPA,2,3,1,0,5,0,2,2,2,3
-2842x286,MPA,MPA,4,5,1,1,5,0,4,2,2,5
-2836x174,MPA,MPA,4,2,1,2,5,0,0,2,2,1
-2834x306,MPA,MPA,4,2,1,2,5,0,0,2,2,1
-2835x230,MPA,MPA,4,1,1,10,5,0,3,2,2,0
-2831x194,MPA,MPA,4,2,1,2,5,0,0,2,2,1
-2826x320,MPA,MPA,4,11,1,20,2,0,11,2,2,3
-2825x280,MPA,MPA,4,2,1,6,5,0,0,2,2,1
-2822x261,MPA,MPA,4,1,1,10,5,0,3,2,2,6
-2821x301,MPA,MPA,4,0,1,15,5,0,1,2,2,6
-2819x182,MPA,MPA,4,2,1,2,5,0,0,2,2,1
-2817x215,MPA,MPA,4,1,1,10,5,0,3,2,2,1
-2816x167,MPA,MPA,4,3,1,0,5,0,2,2,2,3
-2809x306,MPA,MPA,4,3,1,19,5,0,2,4,2,3
-2800x236,MPA,MPA,4,2,1,2,5,0,0,2,2,1
-2798x161,MPA,MPA,4,1,1,16,5,0,3,2,2,0
-2796x178,MPA,MPA,4,2,1,2,5,0,0,2,2,1
-2786x210,MPA,MPA,4,4,1,17,5,0,0,2,2,1
-2784x230,MPA,MPA,4,3,1,19,5,0,2,2,2,3
-2782x294,MPA,MPA,2,0,1,3,4,0,1,2,2,6
-2779x260,MPA,MPA,4,9,1,14,5,0,9,4,2,3
-2768x310,MPA,MPA,2,3,4,19,4,4,2,4,2,3
-2766x189,MPA,MPA,4,2,1,2,5,0,0,2,2,1
-2764x300,MPA,MPA,2,3,4,0,4,4,2,4,2,3
-2762x217,MPA,MPA,4,11,1,20,5,0,11,2,2,1
-2756x250,MPA,MPA,4,2,2,2,5,0,0,2,2,1
-2755x214,MPA,MPA,4,6,1,9,6,0,6,2,2,4
-2742x240,MPA,MPA,4,2,1,2,5,0,5,2,2,1
-2739x182,MPA,MPA,4,3,1,19,5,0,2,2,2,3
-2925x260,MPA,MPA,4,2,1,6,5,0,0,2,2,1
-2889x330,MPA,MPA,1,0,1,6,5,8,1,8,2,1
-2854x281,MPA,MPA,4,2,1,2,5,0,5,2,2,1
-2792x282,MPA,MPA,4,0,1,10,5,0,0,2,2,1
-2756x233,MPA,MPA,4,5,1,1,5,0,4,2,2,5
-2744x309,MPA,MPA,2,0,0,5,4,4,0,1,1,6
-2903x243,MPA,MPA,4,2,1,2,5,0,5,2,2,1
-2901x252,MPA,MPA,4,2,1,2,5,0,5,2,2,1
-2895x184,MPA,MPA,4,2,1,2,5,0,2,2,2,1
-2892x294,MPA,MPA,3,0,1,6,5,0,0,2,2,1
-2760x273,MPA,MPA,4,6,1,9,6,0,6,4,2,4
-2769x169,MPA,MPA,4,0,1,2,5,0,0,2,2,1
-2897x320,MPA,MPA,3,0,1,3,5,0,1,2,2,6
-2887x240,MPA,MPA,4,5,1,1,5,0,4,2,2,5
-2793x209,MPA,MPA,4,2,1,2,5,0,0,2,2,1
-2767x199,MPA,MPA,4,0,1,3,5,0,1,2,2,1
-2923x531,BST,BST,2,10,0,18,4,8,10,8,1,0
-2917x412,MPA,MPA,4,10,8,18,2,8,0,8,1,1
-2881x467,BST,BST,2,5,8,1,2,8,4,8,1,5
-2881x372,MPA,MPA,2,10,8,18,2,8,10,8,1,0
-2880x496,BST,BST,2,5,8,1,2,8,4,8,1,5
-2872x421,BST,BST,1,11,8,20,2,8,11,8,1,3
-2873x530,BST,BST,1,10,8,18,2,8,10,8,1,6
-2872x382,MPA,MPA,2,9,8,3,2,8,2,8,1,3
-2865x459,BST,BST,2,10,8,18,2,8,10,8,1,3
-2863x484,BST,BST,2,5,8,1,2,8,4,8,1,5
-2860x432,BST,BST,1,10,8,18,2,8,10,8,1,6
-2859x415,MPA,MPA,1,10,8,18,2,8,10,8,1,3
-2854x400,MPA,MPA,1,10,8,18,2,8,10,8,1,6
-2850x427,BST,BST,1,10,8,18,2,8,10,8,1,0
-2838x389,MPA,MPA,1,10,8,18,2,8,10,8,1,0
-2833x478,BST,BST,1,10,8,18,2,8,10,8,1,0
-2825x413,MPA,MPA,1,5,8,1,2,8,4,8,1,5
-2817x424,BST,BST,1,10,8,18,2,8,10,8,1,0
-2814x356,MPA,MPA,4,2,8,6,2,8,10,8,1,1
-2805x524,BST,BST,2,10,8,18,2,8,10,8,1,3
-2805x447,BST,BST,1,10,8,18,2,8,10,8,1,6
-2801x477,BST,BST,2,10,8,18,2,8,2,8,1,3
-2799x350,MPA,MPA,2,5,8,1,2,8,4,8,1,5
-2790x480,BST,BST,2,10,8,18,2,8,2,8,1,3
-2788x373,MPA,MPA,2,10,8,18,2,8,2,8,1,3
-2789x403,MPA,MPA,1,10,8,18,2,8,10,8,1,6
-2788x421,BST,BST,3,10,8,18,2,8,10,8,1,6
-2779x435,BST,BST,2,10,8,18,2,8,10,8,1,3
-2777x427,BST,BST,2,10,8,18,2,8,10,8,1,3
-2773x483,BST,BST,2,10,8,18,2,8,10,8,1,6
-2776x452,BST,BST,2,6,8,9,2,8,6,8,1,4
-2762x382,BST,BST,1,10,8,18,2,8,10,8,1,6
-2766x399,BST,BST,2,10,8,18,2,8,10,8,1,6
-2759x484,BST,BST,2,5,8,1,2,8,4,8,1,5
-2755x461,BST,BST,1,10,8,18,2,8,10,8,1,0
-2746x505,BST,BST,1,10,8,18,2,8,10,8,1,6
-2742x448,BST,BST,1,10,0,18,2,8,10,8,1,6
-2738x497,BST,BST,1,10,8,18,2,8,10,8,1,6
-2923x378,MPA,MPA,2,10,8,18,2,8,2,8,1,3
-2913x382,MPA,MPA,4,10,8,18,2,8,2,8,1,3
-2861x474,BST,BST,1,11,8,20,2,8,11,8,1,3
-2840x512,BST,BST,2,2,8,6,2,8,10,8,1,1
-2830x507,BST,BST,3,10,8,18,2,8,10,8,1,0
-2819x369,MPA,MPA,4,10,8,18,2,8,10,8,1,1
-2803x392,MPA,MPA,1,10,8,18,2,8,10,8,1,6
-2803x513,BST,BST,2,10,8,18,2,8,10,8,1,6
-2773x529,BST,BST,1,10,8,18,2,8,10,8,1,0
-2768x508,BST,BST,1,10,8,18,2,8,10,8,1,6
-2751x481,BST,BST,1,10,8,18,2,8,4,8,1,6
-2914x356,MPA,MPA,4,1,8,12,2,8,3,8,1,0
-2909x473,BST,BST,2,10,8,18,2,8,10,8,1,0
-2852x522,BST,BST,2,10,8,18,2,8,10,8,1,6
-2851x491,BST,BST,1,10,8,18,2,8,10,8,1,6
-2845x485,BST,BST,1,10,8,18,2,8,10,8,1,6
-2843x450,BST,BST,2,10,8,18,2,8,10,8,1,6
-2819x388,MPA,MPA,1,10,8,18,2,8,10,8,1,0
-2805x367,MPA,MPA,4,10,8,18,2,8,10,8,1,1
-2799x455,BST,BST,2,10,8,18,2,8,10,8,1,6
-2795x525,BST,BST,1,10,8,18,2,8,10,8,1,6
-2759x356,BST,BST,4,10,8,18,2,8,10,8,1,6
-2862x370,MPA,MPA,2,10,8,18,2,8,10,8,1,3
-2915x495,BST,BST,2,10,8,18,2,8,10,8,1,6
-2895x403,MPA,MPA,4,10,8,18,2,8,10,8,1,7
-2850x354,MPA,MPA,2,10,8,18,2,8,10,8,1,3
-2808x426,BST,BST,1,10,8,18,2,8,10,8,1,6
-2770x516,BST,BST,1,10,8,18,2,8,10,8,1,6
-2753x510,BST,BST,1,10,8,18,2,8,10,8,1,0
-2740x382,BST,BST,2,10,8,18,2,4,10,8,1,3
-2766x462,BST,BST,2,10,8,18,2,8,10,8,1,0
-2764x456,BST,BST,2,10,8,18,2,8,10,8,1,1
-2926x692,BST,BST,1,11,0,20,4,4,11,1,1,3
-2923x572,BST,BST,1,3,2,19,4,4,2,4,1,3
-2909x708,BST,BST,1,0,0,15,4,4,1,1,1,1
-2908x660,BST,BST,2,3,0,0,4,4,2,4,1,3
-2907x605,BST,BST,2,0,0,5,4,4,1,1,1,6
-2905x690,BST,BST,1,0,0,4,4,4,1,1,1,6
-2889x587,BST,BST,1,0,0,3,4,4,1,1,1,6
-2873x617,BST,BST,8,6,2,9,6,4,6,4,1,4
-2870x729,BST,BST,1,5,0,1,4,4,4,1,1,5
-2862x606,BST,BST,2,0,2,5,4,4,1,1,1,6
-2861x733,BST,BST,1,0,0,4,4,4,1,1,1,6
-2859x572,BST,BST,1,0,0,4,4,4,1,1,1,6
-2852x695,BST,BST,1,0,0,5,4,4,0,1,1,6
-2847x644,BST,BST,2,5,0,1,4,4,4,1,1,5
-2848x712,BST,BST,1,0,0,4,4,4,1,1,1,6
-2832x693,BST,BST,1,0,0,5,4,4,0,1,1,6
-2833x577,BST,BST,1,3,0,0,4,4,2,1,1,3
-2820x638,BST,BST,2,0,0,22,4,4,1,1,1,6
-2813x653,BST,BST,1,0,0,5,4,4,1,1,1,6
-2815x720,BST,BST,1,0,0,5,4,4,0,1,1,6
-2811x683,BST,BST,8,6,0,9,6,4,6,1,1,4
-2808x735,BST,BST,1,0,0,5,4,4,1,1,1,6
-2796x699,BST,BST,1,3,0,0,4,4,2,1,1,3
-2786x724,BST,BST,1,0,0,5,4,4,1,1,1,6
-2780x687,BST,BST,1,0,0,5,4,4,1,1,1,6
-2780x610,BST,BST,1,0,0,5,4,4,3,1,1,0
-2776x603,BST,BST,1,1,0,10,4,4,3,1,1,0
-2773x575,BST,BST,1,0,0,5,4,4,1,1,1,6
-2768x632,BST,BST,1,9,0,14,4,4,9,1,1,6
-2765x556,BST,BST,1,0,0,3,4,4,1,1,1,6
-2754x573,BST,BST,2,11,0,20,4,4,11,1,1,3
-2747x551,BST,BST,1,0,0,5,4,4,1,1,1,6
-2747x725,BST,BST,1,0,0,3,4,2,1,1,1,6
-2744x696,BST,BST,1,0,0,15,4,2,1,1,1,6
-2743x599,BST,BST,1,0,0,5,4,4,1,1,1,6
-2743x564,BST,BST,1,5,0,1,4,4,4,1,1,5
-2892x688,BST,BST,1,0,0,3,4,4,1,1,1,6
-2881x729,BST,BST,1,0,0,5,4,4,1,1,1,6
-2873x715,BST,BST,3,6,0,9,4,4,6,1,1,4
-2846x604,BST,BST,2,11,0,20,4,4,11,1,1,3
-2841x680,BST,BST,1,6,0,9,6,4,6,1,1,4
-2838x727,BST,BST,1,0,0,5,4,4,1,1,1,6
-2822x669,BST,BST,1,0,0,5,4,4,1,1,1,6
-2812x665,BST,BST,1,0,0,4,4,4,1,1,1,6
-2812x602,BST,BST,1,0,0,4,4,4,1,1,1,6
-2802x577,BST,BST,1,0,0,4,4,4,1,1,1,6
-2798x672,BST,BST,1,11,0,20,4,4,11,1,1,3
-2763x687,BST,BST,1,3,0,0,4,4,2,1,1,3
-2760x586,BST,BST,1,8,0,13,4,4,3,1,1,6
-2914x711,BST,BST,1,0,0,3,4,4,1,1,1,6
-2900x631,BST,BST,2,11,0,20,4,4,11,1,1,1
-2902x730,BST,BST,1,0,0,4,4,4,1,1,1,6
-2874x664,BST,BST,3,3,0,19,4,4,0,1,1,6
-2857x698,BST,BST,4,1,0,18,4,4,0,1,1,1
-2832x715,BST,BST,1,0,0,5,4,4,1,1,1,6
-2791x653,BST,BST,1,0,0,5,4,4,1,1,1,6
-2771x660,BST,BST,1,0,0,2,4,4,0,1,1,1
-2760x606,BST,BST,1,0,0,5,4,4,1,1,1,6
-2771x706,BST,BST,1,8,0,22,4,4,1,1,1,6
-2919x618,BST,BST,2,3,0,0,4,4,2,4,1,3
