,Slice,Ground Truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
520105,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520106,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520107,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520108,3,outside_VISp,2,0,0,2,4,1,1,2,2,0
520109,3,outside_VISp,2,2,0,8,4,1,3,2,2,2
520110,3,outside_VISp,2,1,0,16,4,1,4,2,2,3
520111,3,outside_VISp,2,4,0,16,4,1,4,2,2,5
520112,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520113,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520114,3,outside_VISp,1,2,0,14,4,1,3,3,2,1
520116,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520117,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520118,3,outside_VISp,1,1,0,4,4,1,0,3,2,3
520119,3,outside_VISp,1,0,0,1,4,1,1,2,2,4
520120,3,outside_VISp,2,1,0,5,4,1,0,2,2,3
520121,3,outside_VISp,1,0,0,11,4,1,0,3,2,4
520122,3,outside_VISp,2,0,0,1,4,1,5,2,2,4
520123,3,outside_VISp,1,1,0,9,4,1,0,2,2,5
520125,3,outside_VISp,2,0,0,0,4,1,1,2,2,0
520126,3,outside_VISp,1,1,0,5,4,1,3,3,2,5
520128,3,outside_VISp,2,0,0,0,4,1,2,3,2,0
520129,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520130,3,outside_VISp,2,0,0,2,4,1,1,2,2,4
520131,3,outside_VISp,2,2,0,8,4,1,3,3,2,1
520132,3,outside_VISp,1,0,5,1,4,1,1,2,2,4
520133,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520134,3,outside_VISp,1,2,0,14,4,1,3,2,2,1
520136,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520137,3,outside_VISp,2,0,5,2,4,1,1,2,2,0
520138,3,outside_VISp,2,0,0,2,4,1,1,2,2,0
520140,3,outside_VISp,1,0,5,1,4,1,5,2,2,4
520141,3,outside_VISp,2,0,5,1,4,1,3,2,2,4
520142,3,outside_VISp,2,1,5,5,4,1,0,2,2,5
520143,3,outside_VISp,2,1,5,5,4,1,0,5,3,5
520144,3,outside_VISp,4,0,5,1,3,1,1,2,3,4
520145,3,outside_VISp,2,0,5,2,4,1,1,5,2,0
520146,3,outside_VISp,4,0,5,2,3,1,1,5,3,0
520147,3,outside_VISp,2,0,5,1,4,1,1,2,2,4
520148,3,outside_VISp,2,2,5,14,4,1,3,2,2,1
520149,3,outside_VISp,2,0,5,2,4,1,1,2,2,4
520150,3,outside_VISp,4,0,5,0,3,1,2,5,3,0
520152,3,outside_VISp,2,0,5,1,4,1,1,2,2,4
520154,3,outside_VISp,1,0,5,2,3,1,1,5,3,0
520155,3,outside_VISp,2,0,5,1,4,1,1,2,2,4
520156,3,outside_VISp,2,0,5,1,4,1,1,2,2,4
520158,3,outside_VISp,4,0,5,2,3,1,2,5,3,0
520159,3,outside_VISp,2,0,5,1,4,1,1,2,2,4
520160,3,outside_VISp,2,1,5,7,4,1,0,5,2,5
520161,3,outside_VISp,2,0,5,1,5,1,1,6,2,4
520162,3,outside_VISp,2,1,5,9,4,1,0,5,3,5
520163,3,outside_VISp,2,0,5,1,4,1,1,5,2,4
520164,3,outside_VISp,4,2,5,8,3,1,3,5,3,1
520165,3,outside_VISp,2,0,5,0,4,1,2,2,2,0
520166,3,outside_VISp,2,0,5,2,4,1,1,2,2,0
520168,3,outside_VISp,2,0,5,6,4,1,2,2,2,4
520169,3,outside_VISp,1,0,5,6,5,1,5,6,2,4
520170,3,outside_VISp,2,0,5,2,4,1,1,2,2,4
520172,3,outside_VISp,2,0,5,2,4,1,1,2,2,0
520173,3,outside_VISp,2,0,5,2,5,1,1,5,2,0
530007,3,VISp_wm,3,1,4,4,6,1,0,4,4,3
530008,3,outside_VISp,1,0,2,6,4,2,5,3,3,0
530010,3,VISp_wm,3,1,4,4,6,4,5,4,4,5
530015,3,VISp_wm,3,1,4,7,6,4,0,4,4,3
530016,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530017,3,outside_VISp,1,0,6,10,4,2,5,3,3,4
530018,3,VISp_wm,3,1,4,5,6,4,0,4,4,5
530019,3,outside_VISp,1,0,6,10,4,2,1,3,3,4
530020,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530021,3,VISp_wm,3,1,4,4,6,4,3,4,4,3
530022,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530023,3,outside_VISp,1,1,6,9,4,4,0,2,4,5
530024,3,VISp_wm,3,1,4,4,6,4,0,4,4,5
530025,3,VISp,3,1,4,5,6,4,0,4,4,5
530026,3,VISp_wm,1,1,4,5,6,4,0,4,4,4
530027,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530030,3,VISp_wm,3,1,4,5,6,4,0,4,4,5
530031,3,VISp_wm,3,4,4,16,6,4,4,4,4,0
530032,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530033,3,outside_VISp,1,0,6,11,4,2,1,3,4,4
530034,3,outside_VISp,1,0,6,10,4,2,5,3,4,4
530035,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530036,3,VISp_wm,3,1,4,4,6,4,3,4,4,3
530037,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530038,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
530039,3,VISp_wm,3,1,4,5,6,4,3,4,4,5
530040,3,outside_VISp,1,1,6,4,4,2,3,3,4,5
530042,3,VISp_wm,3,1,4,7,6,4,3,4,4,5
530043,3,VISp_wm,3,1,4,5,6,4,0,4,4,3
530044,3,VISp_wm,3,1,4,5,6,4,5,4,4,5
530045,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530046,3,VISp_VI,3,1,4,4,6,4,0,4,4,3
530047,3,outside_VISp,1,0,4,1,6,4,5,4,4,4
530048,3,outside_VISp,1,1,4,5,6,4,5,4,4,4
530050,3,VISp_wm,3,1,4,5,6,4,5,4,4,5
530051,3,outside_VISp,1,1,4,7,6,4,0,4,4,5
530052,3,VISp,3,1,4,4,6,4,0,4,4,3
530053,3,outside_VISp,1,0,6,2,4,4,1,5,4,4
530054,3,VISp_wm,3,1,4,5,6,4,0,4,4,3
530055,3,VISp_wm,3,0,4,1,6,4,4,4,4,5
530056,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530058,3,VISp_wm,3,1,4,5,6,4,0,4,4,5
530059,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530060,3,outside_VISp,3,1,4,9,6,4,0,4,4,5
530061,3,outside_VISp,1,0,4,11,4,4,1,3,4,4
530062,3,VISp_wm,3,1,4,9,6,4,0,4,4,3
530063,3,VISp_VI,3,1,0,5,4,4,0,4,2,5
530065,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530066,3,VISp_wm,3,1,4,9,6,4,0,4,4,5
530067,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
530068,3,outside_VISp,1,1,4,7,6,4,0,4,4,5
530069,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530070,3,VISp_VI,1,0,4,6,6,4,1,4,4,4
530071,3,VISp_VI,3,1,0,4,4,1,0,4,2,3
530072,3,outside_VISp,3,1,4,5,6,4,0,4,4,5
530073,3,VISp_VI,1,1,4,5,6,4,0,4,4,5
530076,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530077,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
530078,3,VISp_VI,1,2,4,14,6,4,3,3,4,1
530080,3,VISp_VI,1,0,4,2,4,1,1,4,4,0
530081,3,outside_VISp,1,1,4,9,6,4,0,4,4,5
530083,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
530084,3,VISp_wm,3,0,4,3,6,4,1,4,4,5
530085,3,VISp_wm,3,1,4,5,6,4,0,4,4,5
530086,3,outside_VISp,3,4,4,12,6,4,4,4,4,1
530087,3,VISp_wm,3,1,4,7,6,4,0,4,4,3
530088,3,VISp_wm,3,1,4,9,6,4,0,4,4,5
530089,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530090,3,VISp_wm,3,1,4,4,6,4,0,4,4,5
530091,3,VISp_VI,3,1,4,4,4,1,0,4,4,5
530092,3,outside_VISp,3,1,4,4,6,4,4,4,4,3
530093,3,outside_VISp,1,1,4,5,6,4,0,4,4,5
530094,3,VISp_wm,3,1,4,4,6,4,4,4,4,0
530095,3,VISp_VI,2,0,0,6,4,1,5,2,2,4
530096,3,outside_VISp,3,1,4,5,6,4,0,4,4,5
530097,3,VISp_wm,3,0,4,6,6,4,0,4,4,4
530098,3,VISp_VI,1,0,0,1,4,1,1,3,2,4
530100,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530101,3,VISp_wm,3,1,4,4,6,4,4,4,4,3
530102,3,outside_VISp,3,1,4,5,6,4,0,4,4,3
530103,3,VISp,3,1,4,4,6,4,0,4,4,3
530104,3,VISp_wm,1,1,4,9,6,4,0,4,4,5
530105,3,VISp_wm,3,1,4,4,6,4,4,4,4,3
530106,3,VISp_wm,1,1,0,7,4,4,0,2,4,5
530108,3,VISp_VI,2,0,0,6,4,1,5,2,2,4
530109,3,VISp_VI,1,0,0,1,4,1,1,3,2,4
530110,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530111,3,outside_VISp,3,1,4,5,6,4,0,4,4,5
530112,3,VISp_VI,1,1,0,7,4,4,0,2,2,5
530113,3,VISp_wm,1,1,4,4,6,4,0,4,4,3
530114,3,VISp_wm,1,1,4,9,6,4,0,4,4,4
530115,3,VISp_VI,1,1,0,4,4,1,0,2,4,3
530116,3,VISp_VI,1,1,0,9,4,4,0,3,2,4
530117,3,VISp_VI,1,1,0,5,4,4,0,3,2,5
530118,3,outside_VISp,3,1,4,7,6,4,4,4,4,5
530119,3,VISp_wm,3,1,4,7,6,4,0,4,4,3
530121,3,VISp_VI,1,1,0,7,4,4,0,3,2,5
530122,3,VISp,3,1,4,4,6,4,0,4,4,3
530123,3,VISp_VI,1,0,0,1,4,1,1,2,4,4
530124,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530125,3,VISp_wm,1,1,4,7,6,1,0,4,4,5
530126,3,VISp_VI,2,0,0,1,4,1,1,2,2,4
530127,3,VISp_wm,3,1,4,5,6,4,4,4,4,3
530128,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
530129,3,outside_VISp,3,1,4,7,6,4,0,4,4,5
530130,3,VISp_VI,2,0,0,1,4,1,1,3,2,4
530131,3,VISp_wm,3,1,4,7,6,4,0,4,4,5
530132,3,VISp_VI,2,0,0,3,4,1,1,2,2,4
530134,3,VISp_VI,2,0,0,6,4,1,1,2,4,4
530135,3,VISp_VI,2,1,0,7,4,1,0,2,2,5
530136,3,VISp_wm,3,1,4,14,6,4,0,4,4,3
530137,3,VISp_wm,3,0,4,6,6,4,0,4,4,0
530138,3,outside_VISp,3,1,4,7,6,4,0,4,4,5
530139,3,VISp_VI,2,1,0,4,4,1,0,2,2,3
530140,3,VISp_wm,3,1,4,5,6,4,0,4,4,3
530141,3,VISp_VI,2,0,0,10,4,1,1,2,2,0
530142,3,VISp_wm,3,1,4,4,6,4,0,4,4,3
530144,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
530145,3,VISp_wm,3,1,4,7,6,4,0,4,4,5
530147,3,VISp_wm,3,1,4,4,6,4,0,4,4,5
530148,3,VISp_VI,2,0,0,1,4,1,1,2,2,4
530149,3,outside_VISp,3,1,4,9,6,4,0,4,4,5
530150,3,VISp_VI,2,0,0,2,4,1,1,2,2,0
530151,3,VISp_VI,2,0,0,1,4,1,1,2,2,4
530152,3,outside_VISp,3,1,4,7,6,4,0,4,4,1
530153,3,outside_VISp,3,1,4,5,6,4,0,4,4,5
530154,3,VISp_VI,2,0,0,1,4,1,1,2,2,4
530155,3,VISp_VI,2,0,0,2,4,1,1,2,2,0
530156,3,VISp_wm,1,1,4,7,4,4,5,4,4,5
530157,3,VISp_VI,2,1,0,12,4,1,5,2,2,5
530158,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
530159,3,VISp_VI,2,0,0,1,4,1,1,2,2,4
530161,3,VISp_VI,2,0,0,1,4,1,1,2,2,4
530162,3,outside_VISp,3,1,4,4,6,4,0,4,4,5
530164,3,VISp_VI,2,0,0,2,4,1,1,2,2,4
530165,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
530166,3,VISp_VI,2,1,0,7,4,1,0,2,2,5
530168,3,VISp_VI,2,0,0,1,4,1,1,2,2,3
530170,3,VISp_VI,2,1,4,4,4,4,0,4,4,5
530173,3,VISp_VI,2,0,0,15,4,1,2,2,2,5
540008,3,outside_VISp,1,0,2,6,4,2,5,3,3,4
540012,3,outside_VISp,2,1,6,5,4,2,0,3,3,5
540013,3,outside_VISp,1,1,6,7,4,4,0,4,3,5
540017,3,outside_VISp,1,1,6,5,6,4,0,4,3,5
540023,3,outside_VISp,1,0,6,11,4,2,1,3,3,0
540024,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
540027,3,outside_VISp,3,0,4,1,6,4,0,4,4,4
540028,3,outside_VISp,3,1,4,4,6,4,0,4,4,5
540029,3,outside_VISp,1,1,6,5,4,2,5,3,3,5
540030,3,outside_VISp,1,1,6,9,4,2,0,3,3,5
540032,3,outside_VISp,1,1,6,7,4,2,1,3,3,0
540033,3,outside_VISp,1,0,6,6,4,2,1,3,3,4
540034,3,outside_VISp,3,1,4,4,6,4,4,4,4,3
540035,3,outside_VISp,1,0,6,11,4,2,0,3,3,4
540036,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
540038,3,outside_VISp,1,2,6,8,4,2,3,3,3,2
540039,3,outside_VISp,1,0,6,6,4,2,2,3,3,4
540040,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
540042,3,outside_VISp,1,0,2,6,4,2,1,3,3,4
540043,3,outside_VISp,3,1,4,4,6,4,4,4,4,3
540044,3,outside_VISp,1,2,6,8,4,4,3,3,3,2
540045,3,outside_VISp,1,0,2,6,4,2,1,3,3,4
540046,3,outside_VISp,3,2,4,8,6,4,4,4,4,3
540047,3,outside_VISp,1,0,6,11,4,2,4,3,3,4
540048,3,outside_VISp,1,0,6,11,4,2,1,3,3,4
540049,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
540050,3,outside_VISp,1,4,6,16,4,2,4,3,3,5
540051,3,outside_VISp,1,0,2,15,4,2,1,3,3,5
540052,3,outside_VISp,1,0,6,2,4,2,2,3,3,0
540053,3,outside_VISp,1,0,6,2,4,2,1,3,3,0
540054,3,outside_VISp,1,0,6,11,4,2,1,3,3,0
