,Slice,Ground Truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
260225,2,outside_VISp,1,5,1,7,6,0,4,1,1,4
260226,2,outside_VISp,1,2,1,9,2,2,2,1,1,2
260228,2,outside_VISp,1,0,1,6,2,2,1,1,1,1
260230,2,outside_VISp,1,1,1,2,2,2,0,1,7,3
260231,2,outside_VISp,1,2,1,4,2,0,2,1,1,2
260232,2,outside_VISp,2,0,1,6,2,2,1,1,1,1
260233,2,outside_VISp,2,1,1,2,2,2,0,1,1,0
260234,2,outside_VISp,6,1,1,2,5,0,0,1,1,0
260237,2,outside_VISp,6,1,1,2,5,0,0,1,1,1
260238,2,outside_VISp,1,1,1,2,2,2,0,1,1,3
260239,2,outside_VISp,6,1,1,2,5,0,0,1,1,0
270016,2,outside_VISp,3,2,4,9,4,4,2,3,3,2
270018,2,VISp_VI,6,1,0,1,1,0,1,5,5,1
270025,2,outside_VISp,3,2,4,4,4,4,2,3,5,2
270026,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
270031,2,VISp_VI,1,0,0,1,1,0,1,5,5,1
270032,2,VISp_VI,1,0,0,1,1,0,1,5,5,1
270033,2,outside_VISp,6,2,0,4,1,4,2,1,5,2
270034,2,outside_VISp,6,0,0,1,1,0,2,1,5,1
270035,2,VISp_VI,1,5,0,13,1,0,2,5,5,2
270036,2,outside_VISp,3,2,4,4,4,4,3,3,3,1
270037,2,VISp_VI,1,5,0,13,1,0,4,5,5,4
270038,2,outside_VISp,3,2,4,9,4,4,2,3,3,2
270039,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
270040,2,VISp_VI,1,2,0,4,1,0,2,5,5,2
270041,2,outside_VISp,6,4,0,5,1,0,3,1,5,5
270042,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
270043,2,VISp_VI,6,2,0,9,1,0,2,5,5,2
270044,2,VISp_VI,6,1,0,10,1,0,1,5,5,0
270045,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
270046,2,outside_VISp,3,4,4,8,4,4,2,3,3,5
270047,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
270048,2,outside_VISp,3,2,4,12,4,4,2,3,3,2
270049,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270051,2,VISp_VI,1,4,0,5,1,0,3,5,5,5
270052,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
270053,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
270054,2,VISp_VI,6,4,0,5,1,0,3,5,5,5
270055,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270057,2,VISp_VI,6,2,0,4,1,0,2,5,5,1
270058,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
270059,2,outside_VISp,3,2,4,4,4,4,2,3,3,2
270060,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270061,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
270062,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
270063,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
270065,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
270067,2,outside_VISp,3,2,4,4,4,4,3,3,3,4
270068,2,outside_VISp,6,2,0,5,1,0,3,1,5,2
270069,2,outside_VISp,6,4,0,5,1,0,3,5,5,5
270070,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270072,2,VISp_VI,6,1,0,2,1,0,0,5,5,0
270073,2,outside_VISp,3,2,4,9,4,4,3,3,3,2
270074,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
270075,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270076,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
270077,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270078,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270079,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270080,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270081,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
270082,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270083,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
270084,2,outside_VISp,6,4,0,5,1,0,3,5,5,5
270085,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270086,2,outside_VISp,6,1,0,2,1,0,0,5,5,0
270087,2,outside_VISp,6,2,0,9,1,0,2,5,5,2
270088,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
270089,2,outside_VISp,1,2,0,4,1,0,2,5,5,2
270090,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
270091,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270092,2,outside_VISp,6,5,0,11,1,0,4,5,5,4
270093,2,outside_VISp,3,4,4,8,1,0,2,5,5,5
270094,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270096,2,outside_VISp,6,5,0,13,6,0,4,5,5,4
270097,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270098,2,VISp,6,0,0,1,1,0,1,5,5,1
270099,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
270100,2,outside_VISp,3,4,4,5,4,4,2,3,3,2
270101,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270102,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270103,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270104,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270105,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270106,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270107,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270108,2,outside_VISp,6,0,0,1,1,0,2,5,5,1
270109,2,outside_VISp,6,2,0,9,4,4,2,3,5,2
270110,2,outside_VISp,3,2,4,8,4,4,2,3,5,2
270111,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270112,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270113,2,outside_VISp,6,2,0,4,1,0,2,5,5,2
270114,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270115,2,outside_VISp,6,4,0,5,1,0,3,5,5,5
270116,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270117,2,outside_VISp,6,0,0,0,1,0,1,5,5,0
270118,2,outside_VISp,3,4,4,5,4,4,3,3,5,5
270119,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270120,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270121,2,outside_VISp,6,4,0,5,1,0,3,1,5,5
270123,2,outside_VISp,6,2,0,4,1,0,2,5,5,2
270124,2,outside_VISp,6,3,0,0,1,0,1,5,5,1
270125,2,outside_VISp,3,4,4,5,4,4,3,3,5,5
270126,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270127,2,outside_VISp,6,2,0,4,1,0,2,5,5,2
270128,2,outside_VISp,3,4,4,5,4,4,3,3,5,2
270129,2,outside_VISp,1,2,0,4,1,0,2,1,5,2
270131,2,outside_VISp,6,2,0,4,1,0,2,5,5,2
270132,2,outside_VISp,6,5,0,2,1,0,4,5,5,0
270133,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270134,2,outside_VISp,1,1,0,2,1,0,0,5,5,3
270135,2,outside_VISp,6,0,0,1,1,0,0,5,5,1
270136,2,outside_VISp,3,2,0,4,4,4,2,1,5,2
270138,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270139,2,outside_VISp,6,1,0,2,1,0,0,5,5,0
270140,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270141,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270143,2,outside_VISp,1,1,0,2,1,0,0,5,5,1
270144,2,outside_VISp,6,1,0,2,1,0,0,5,5,0
270145,2,outside_VISp,6,2,0,4,1,0,2,5,5,2
270146,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270147,2,outside_VISp,6,2,0,9,1,0,2,5,5,2
270148,2,outside_VISp,6,2,0,4,1,0,2,5,5,2
270149,2,outside_VISp,3,4,0,2,4,4,3,5,5,5
270150,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270152,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270153,2,outside_VISp,3,2,0,5,1,4,2,5,5,2
270154,2,outside_VISp,3,2,0,12,4,4,3,3,5,2
270155,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270156,2,outside_VISp,2,5,0,7,6,0,4,5,5,4
270157,2,outside_VISp,6,0,0,6,1,0,1,5,5,1
270158,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270159,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270160,2,outside_VISp,6,0,0,0,1,0,0,5,5,0
270162,2,outside_VISp,6,0,0,1,1,0,0,5,5,1
270163,2,outside_VISp,1,2,0,4,1,0,2,5,5,2
270164,2,outside_VISp,1,1,0,2,1,0,1,5,5,0
270165,2,outside_VISp,6,1,0,2,1,0,1,5,5,0
270166,2,outside_VISp,6,2,0,4,1,0,2,5,5,2
270167,2,outside_VISp,6,1,0,2,1,0,0,5,5,0
270168,2,outside_VISp,6,5,0,13,1,0,1,5,5,1
270169,2,outside_VISp,3,4,0,5,1,0,3,1,5,5
270170,2,outside_VISp,6,0,0,1,1,0,2,5,5,1
270171,2,outside_VISp,6,1,0,2,1,0,1,5,5,1
270173,2,outside_VISp,6,0,0,1,1,0,0,5,5,1
270174,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270175,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270176,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270177,2,outside_VISp,3,4,0,5,1,0,3,3,5,5
270178,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270179,2,outside_VISp,1,5,0,11,6,0,4,5,1,4
270180,2,outside_VISp,1,0,0,6,1,0,1,5,1,1
270181,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270183,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270184,2,outside_VISp,6,5,0,7,6,0,4,5,5,4
270185,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270186,2,outside_VISp,6,5,0,7,6,0,4,5,1,4
270188,2,outside_VISp,6,1,0,2,1,0,0,5,1,0
270189,2,outside_VISp,6,1,0,3,1,0,0,5,1,0
270190,2,outside_VISp,2,5,0,11,6,0,4,5,1,4
270191,2,outside_VISp,6,1,0,2,1,0,1,5,5,1
270192,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270193,2,outside_VISp,6,4,0,5,1,0,3,5,1,5
270194,2,outside_VISp,6,0,0,1,1,0,2,5,1,1
270195,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270196,2,outside_VISp,6,0,0,2,1,0,1,5,5,1
270197,2,outside_VISp,6,1,0,2,1,0,0,5,1,0
270198,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270199,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270200,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270202,2,outside_VISp,6,0,0,6,1,0,1,5,1,1
270203,2,outside_VISp,6,1,0,2,1,0,0,5,5,0
270205,2,outside_VISp,6,2,0,9,1,0,2,5,1,2
270206,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270207,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270208,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270209,2,outside_VISp,6,2,0,9,1,0,2,5,1,2
270210,2,outside_VISp,6,1,0,2,1,0,0,5,1,0
270211,2,outside_VISp,1,5,0,13,6,0,4,1,1,4
270212,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270213,2,outside_VISp,1,1,0,2,1,0,1,5,1,1
270214,2,outside_VISp,6,4,0,5,1,0,3,5,5,5
270216,2,outside_VISp,6,1,0,2,1,0,0,5,1,0
270217,2,outside_VISp,6,1,0,2,1,0,0,5,1,0
270218,2,outside_VISp,6,0,0,1,1,0,2,5,1,1
270219,2,outside_VISp,6,1,0,2,1,0,1,5,5,1
270220,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270221,2,outside_VISp,6,1,0,2,1,0,0,5,1,3
270222,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270223,2,outside_VISp,6,1,0,0,1,0,0,5,1,0
270225,2,outside_VISp,6,1,0,3,1,0,0,5,5,0
270227,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270228,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270229,2,outside_VISp,1,5,0,11,6,0,4,5,1,4
270230,2,outside_VISp,6,0,0,1,1,0,3,5,5,1
270231,2,outside_VISp,6,2,0,4,1,0,1,5,1,2
270232,2,outside_VISp,6,2,0,9,1,0,2,5,5,2
270233,2,outside_VISp,6,1,0,2,1,0,0,5,1,0
270234,2,outside_VISp,6,5,0,13,6,0,4,5,1,4
270235,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270236,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270237,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270239,2,outside_VISp,6,2,0,4,1,0,1,5,5,1
270240,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270241,2,outside_VISp,1,5,0,7,6,0,4,5,1,4
270242,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270243,2,outside_VISp,6,4,0,5,1,0,2,5,1,5
270244,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270245,2,outside_VISp,6,1,0,2,1,0,0,5,5,0
270246,2,outside_VISp,6,1,0,2,1,0,0,5,1,0
270247,2,outside_VISp,6,1,0,2,1,0,0,5,1,0
270248,2,outside_VISp,6,0,0,1,1,0,0,5,1,1
270250,2,outside_VISp,6,1,0,2,1,0,0,5,1,0
270251,2,outside_VISp,1,2,0,9,1,0,2,1,1,2
270252,2,outside_VISp,6,0,0,1,1,0,1,1,1,1
270253,2,outside_VISp,6,2,0,4,1,0,2,5,5,2
270254,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270255,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270256,2,outside_VISp,6,5,0,7,6,0,4,5,1,4
270258,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270259,2,outside_VISp,6,1,0,2,1,0,0,5,1,0
270260,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270262,2,outside_VISp,6,0,0,1,1,0,1,5,5,1
270263,2,outside_VISp,6,0,0,1,1,0,1,5,1,1
270266,2,outside_VISp,1,1,0,2,5,0,0,1,1,0
280020,2,outside_VISp,2,0,6,10,2,2,1,1,1,1
280021,2,outside_VISp,1,2,6,4,2,2,2,1,1,2
280022,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280023,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
280026,2,VISp,3,2,4,4,4,4,2,3,3,2
280027,2,VISp_wm,3,2,0,4,4,4,2,3,3,2
280028,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280029,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
280031,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280032,2,VISp_wm,3,2,4,9,4,4,2,3,3,2
280033,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
280034,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280035,2,outside_VISp,1,0,6,1,2,2,1,1,1,1
280036,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
280037,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280038,2,VISp_wm,3,4,4,5,4,4,2,3,3,5
280039,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
280041,2,outside_VISp,1,2,6,8,2,2,2,1,1,2
280042,2,VISp_wm,3,2,4,4,4,4,3,3,3,2
280043,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
280044,2,VISp_wm,6,2,0,4,4,4,2,3,5,2
280045,2,outside_VISp,1,2,4,8,4,4,2,3,3,2
280046,2,outside_VISp,1,2,6,4,2,2,2,1,1,2
280047,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
280048,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280049,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280050,2,VISp_wm,3,4,4,5,4,4,4,3,3,5
280051,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280052,2,outside_VISp,1,0,6,10,2,4,1,1,1,1
280053,2,outside_VISp,1,0,6,1,2,2,1,1,1,1
280055,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280056,2,VISp_wm,3,5,4,7,4,4,4,3,3,4
280057,2,VISp_wm,3,2,4,9,4,4,2,3,3,2
280059,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
280060,2,outside_VISp,1,2,6,8,2,2,2,1,1,2
280061,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280062,2,outside_VISp,1,2,6,3,2,2,2,1,1,3
280063,2,outside_VISp,1,2,6,4,2,2,2,2,3,2
280064,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
280065,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
